,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,697129.3429256898,0.8183550790527209,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,391824.7919379689,0.8979056267262255,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,781056.5871955744,0.796486888012667,0.006910800933837891,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,449456.94742545363,0.8828889179421551,0.006910800933837891,0,0.3812617787043639,0.5548778999797733,0.2503101615346345,0.07776640745213949,0.10473690901636239,0.06225227847076521,0.3180296567489014,0.6258101821376088,0.6329013313825704,0.11515083226026246,0.2189882601708585
4,bike,001 knn,003 feature importance selection,608572.4206090198,0.841429584977313,0.2688179016113281,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,703086.0425900626,0.8168029937035362,0.2688179016113281,0,0.05829189190156244,0.2690944666662781,0.0315606620703796,0.0035780187086752327,0.01871414258750319,0.004142317196942098,0.02758229062812666,0.2358615683690637,0.25223106683617513,0.06852923846177868,0.030414336573515367
6,bike,001 knn,004 l1,730761.2291118533,0.8095919114001369,0.00731205940246582,0,True,True,True,True,True,True,True,False,True,True,True
7,bike,001 knn,005 relieff selection,1787409.9486271332,0.5342701578789169,0.07513236999511719,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,949244.6916489577,0.752663578539716,0.07513236999511719,0,0.4301703163017032,0.12554744525547445,0.34501216545012164,0.0,0.012165450121654502,0.04379562043795615,0.14598540145985406,0.9902676399026764,1.0,1.0,0.9951338199513382
9,bike,001 knn,006 forward selection,1393280.006185489,0.636965164141764,11.432975769042969,0,True,True,False,False,True,False,True,True,True,False,False
10,bike,001 knn,007 backward selection,975008.4953956689,0.7459505285980332,5.955374717712402,0,True,True,False,False,True,False,True,True,True,False,False
11,bike,001 knn,008 stepwise selection,975008.4953956689,0.7459505285980332,7.683743238449097,0,True,True,False,False,True,False,True,True,True,False,False
12,bike,001 knn,009 bayesian selection,717308.56866019,0.8130971539624678,31.736286878585815,39,True,True,True,False,True,False,False,True,False,True,True
13,bike,001 knn,013 bayesian weighting,418212.84543446,0.8910299214644064,82.70281910896301,194,0.673959620812301,0.3157760070600099,0.5350740090185135,0.13518323230736498,0.3408779926580447,0.3495440312244055,0.707383264058275,0.06859151928822108,0.024250493702407665,0.9259770870850522,0.5576836042135751
