,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.8269230769230769,0.8269230769230769,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.8461538461538461,0.8461538461538461,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.8269230769230769,0.8269230769230769,0.16417551040649414,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.8269230769230769,0.8269230769230769,0.16417551040649414,0,0.017569793782620656,0.007866422072879629,0.011364729555056274,0.015805174500183074,0.020336190520790085,0.015091742615486927,0.007421863229028322,0.008825061567537542,0.04734962247468773,0.02811779803329192,0.07516921651511721,0.04426449695286598,0.025989894690587784,0.015862698655632498,0.01107482407546597,0.019777980675131323,0.015049052069858824,0.010803921086397444,0.013297970787593028,0.024584498439192734,0.024414708117894104,0.002271009490915556,0.010232355935012292,0.011026438995780414,0.005025235872455659,0.006002220943583419,0.012525321675531734,0.02817793077185935,0.017878138060365697,0.009088395643473352,0.010281779592877302,0.008838583614950678,0.010411431157266933,0.011285284152519426,0.009100721010534682,0.02119005770679606,0.007408711146154621,0.005938727057207966,0.016045619058962603,0.009389108321255479,0.006455008517779377,0.0099327712180293,0.020679846359821976,0.024823088721248023,0.027470238054873804,0.021613417699895526,0.032223859937549566,0.01645571145760521,0.02287580558495575,0.013370099697596647,0.017907181779054978,0.03651847344845329,0.005390024040903956,0.00794626298576845,0.013476489537388382,0.009975484925016707,0.00953047417727447,0.014130403927327702,0.013069769309511776,0.0040008579951428145
4,sonar,001 knn,004 l1,0.6730769230769231,0.6730769230769231,0.004377126693725586,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.8269230769230769,0.8269230769230769,0.014889240264892578,0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True
6,sonar,001 knn,012 relieff weighting,0.7884615384615384,0.7884615384615384,0.014889240264892578,0,0.0239043824701195,0.03984063745019917,0.015936254980079667,0.015936254980079667,0.0,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.031872509960159334,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.0239043824701195,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.0,0.015936254980079667,0.047808764940239,0.047808764940239,0.015936254980079667,0.015936254980079667,0.10358565737051795,0.09561752988047811,0.031872509960159334,0.031872509960159334,0.015936254980079667,0.007968127490039834,0.015936254980079667,0.0239043824701195,0.031872509960159334,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.007968127490039834,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.015936254980079667,0.007968127490039834,0.015936254980079667,0.015936254980079667,0.03984063745019917,0.007968127490039834,0.03984063745019917,0.031872509960159334,0.055776892430278835,0.007968127490039834,0.031872509960159334,0.0239043824701195,0.047808764940239
7,sonar,001 knn,006 forward selection,0.75,0.75,42.42655277252197,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8,sonar,001 knn,007 backward selection,0.8076923076923077,0.8076923076923077,14.22877287864685,0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.75,0.75,21.378597736358643,0,True,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True
10,sonar,001 knn,009 bayesian selection,0.8653846153846154,0.8653846153846154,58.411763191223145,69,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
11,sonar,001 knn,013 bayesian weighting,0.8653846153846154,0.8653846153846154,155.82993507385254,32,0.8653720191246006,0.23184356049514365,0.9347676816229689,0.5544174897782899,0.8119475590015478,0.6561154461941093,0.70321313004857,0.3985117994955488,0.9713560926368943,0.6688665588189288,0.7136763246821918,0.2706574875914096,0.07388580144911062,0.532555802748563,0.16244083397817904,0.500211038904754,0.13945126997185447,0.30407571852573995,0.6328249420606626,0.8774834723901614,0.3931497419205327,0.971833574352367,0.5412081984277316,0.8366781349200367,0.3083712893484767,0.6995691981830832,0.2993478558653066,0.3444901075158237,0.17634133488083353,0.18606113130486096,0.12711468819555494,0.20564900829008795,0.5350218476106594,0.7609930947335367,0.19158629379135142,0.8333776393485758,0.5150333676460385,0.22113713227714266,0.39247078021718174,0.09870899995655003,0.8072877929533989,0.36651596897078237,0.21815906320005027,0.9268730383004009,0.9005880814401577,0.6807093393919816,0.43485791481246455,0.3999830685763546,0.3675794121548373,0.21168334813168208,0.9901772817715123,0.19181420475719738,0.020987053250385104,0.10588772446047409,0.26582676504312747,0.16504414495776132,0.5444585139197486,0.3070126830327202,0.39486634878619964,0.5143932657408736
