,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8901734104046243,0.8901734104046243,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.884393063583815,0.884393063583815,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8497109826589595,0.8497109826589595,0.16384220123291016,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8901734104046243,0.8901734104046243,0.16384220123291016,0,0.010984156842969097,0.0695546848109129,0.08753693648224271,0.017706558638668525,0.07647612402901217,0.032724027702839935,0.10230041261373418,0.28934040697602087,0.06174830679155528,0.07515540390800168,0.013049589632767176,0.012877632780638994,0.07141741199629512,0.07912834679434137
4,australian,001 knn,004 l1,0.8959537572254336,0.8959537572254335,0.010909080505371094,0,False,False,False,True,True,False,False,True,True,True,False,False,False,False
5,australian,001 knn,005 relieff selection,0.9017341040462428,0.9017341040462428,0.05691385269165039,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8901734104046243,0.8901734104046243,0.05691385269165039,0,0.7739910313901345,0.0,0.007611798287345373,0.8654708520179372,0.5537583254043768,0.2878923766816143,0.148430066603235,1.0,0.8367713004484305,0.051121076233183856,0.7632286995515695,0.9515695067264573,0.22074215033301614,0.3539486203615604
7,australian,001 knn,006 forward selection,0.8670520231213873,0.8670520231213873,3.5064780712127686,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.861271676300578,0.861271676300578,4.945976257324219,0,True,True,True,True,False,True,True,True,False,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8670520231213873,0.8670520231213873,5.236376523971558,0,True,False,True,True,False,False,False,True,False,True,True,True,False,False
10,australian,001 knn,009 bayesian selection,0.9132947976878613,0.9132947976878613,34.30020594596863,128,False,True,False,True,True,True,False,True,True,True,True,False,False,True
11,australian,001 knn,013 bayesian weighting,0.930635838150289,0.930635838150289,88.92483258247375,240,0.6797738230426149,0.2115479434615618,0.002466023352501248,0.47317175450570303,0.7484293923630636,0.4624935163380806,0.00039742636703784086,0.9365528155075754,0.48341878367923974,0.8024300809200791,0.877227783708021,0.04829802873544832,0.7311320620830156,0.19191929798966634
