,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,15515.152641509425,0.5335030749768495,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,4094.687028130672,0.876884298099351,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,15515.152641509425,0.5335030749768495,0.01602482795715332,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,13146.972264150942,0.6047075864285922,0.01602482795715332,0,0.3096806308228982,0.8365586171420052,0.8606804558823131,0.6438148820962171,0.6327026666050644,0.5274154791640253
4,machine,001 knn,003 feature importance selection,15449.959433962262,0.5354632510418778,0.12836575508117676,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,10109.64566037736,0.696031439547548,0.12836575508117676,0,0.03333919179889984,0.1331510606331791,0.567828789606772,0.17024811892919892,0.058798009171801315,0.03663482986014893
6,machine,001 knn,004 l1,10109.64566037736,0.696031439547548,0.005183696746826172,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,14930.057547169812,0.551095235921842,0.02126932144165039,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,11871.09962264151,0.6430694819083012,0.02126932144165039,0,1.0,0.3167082294264339,0.11221945137157108,0.33665835411471323,0.08229426433915212,0.7755610972568578
9,machine,001 knn,006 forward selection,9879.61433962264,0.7029478332350968,2.070207357406616,0,False,False,True,True,False,False
10,machine,001 knn,007 backward selection,9745.855660377358,0.7069695798466089,2.0910844802856445,0,True,False,True,True,False,False
11,machine,001 knn,008 stepwise selection,9879.61433962264,0.7029478332350968,1.362224817276001,0,False,False,True,True,False,False
12,machine,001 knn,009 bayesian selection,9525.291132075472,0.7136013337583771,28.943206071853638,39,True,False,True,True,False,True
13,machine,001 knn,013 bayesian weighting,8795.498113207548,0.7355441535985386,73.3471143245697,431,0.7472831808899716,0.4651427785440402,0.9804594552201664,0.5869020370716121,0.7792366088007557,0.0015262803045287716
