,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60
0,sonar,001 knn,000 all,0.7307692307692307,0.7307692307692306,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,sonar,000 rf,000 all,0.8076923076923077,0.8076923076923077,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,sonar,001 knn,003 feature importance selection,0.7115384615384616,0.7115384615384616,0.16381001472473145,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,sonar,001 knn,011 feature importance weighting,0.75,0.75,0.16381001472473145,0,0.016602389919231946,0.0033944275301979496,0.004869809477364843,0.015172710052443035,0.01926185653511096,0.01644049416799626,0.008641632781254887,0.009125638719384726,0.048625299069691826,0.04184757428892128,0.05260174634011412,0.05706771567209531,0.02602408463265883,0.015937699927429026,0.008275627299142307,0.019744234299904205,0.015712357300404704,0.013817636225683614,0.015147272071569413,0.01874447598587276,0.017389430658180233,0.007479650753485074,0.012401565775201148,0.007167897840217009,0.005016822759945671,0.010973813512225327,0.01633218180085027,0.017879161037843552,0.010287562450250209,0.008810546554086945,0.010298815328268122,0.010161402101819405,0.009705094108184927,0.011200511845046227,0.011841590317320246,0.01882552902545833,0.022500607652888256,0.008227893125964692,0.011339057733575927,0.008064924946422762,0.005759241216363566,0.011917348703222126,0.012464471491338025,0.01981499605732572,0.02284104965452498,0.015030553543912147,0.04211470530441724,0.03706203925988999,0.04478803079082613,0.00764923236972375,0.03633320539904766,0.017531192936062093,0.007736241010832833,0.007846598219320813,0.00963380472281943,0.005088695832448326,0.00989057110962014,0.00939240103352988,0.007790631466089652,0.006356248254979308
4,sonar,001 knn,004 l1,0.7115384615384616,0.7115384615384616,0.005311250686645508,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,sonar,001 knn,005 relieff selection,0.7307692307692307,0.7307692307692306,0.014636754989624023,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True
6,sonar,001 knn,012 relieff weighting,0.8461538461538461,0.8461538461538461,0.014636754989624023,0,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.03934426229508192,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.01967213114754096,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.0,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.032786885245901676,0.04590163934426228,0.09836065573770492,0.07868852459016396,0.05245901639344264,0.032786885245901676,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.01967213114754096,0.02622950819672132,0.032786885245901676,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.02622950819672132,0.03934426229508192,0.04590163934426228,0.01967213114754096,0.04590163934426228,0.013114754098360604,0.01967213114754096,0.02622950819672132,0.032786885245901676,0.04590163934426228,0.08524590163934431
7,sonar,001 knn,006 forward selection,0.7692307692307693,0.7692307692307693,21.201600551605225,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,sonar,001 knn,007 backward selection,0.8461538461538461,0.8461538461538461,14.218038320541382,0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,sonar,001 knn,008 stepwise selection,0.7307692307692307,0.7307692307692306,28.575194597244263,0,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False
