,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7592592592592593,0.7592592592592593,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5555555555555556,0.5555555555555556,0.15397191047668457,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.5555555555555556,0.5555555555555556,0.15397191047668457,0,0.1565873901176436,0.09640212404818253,0.18533327974015906,0.16550790381953898,0.0738528293588122,0.08000061810425936,0.12854453161293342,0.07565521556522532,0.03811610763324557
4,glass,001 knn,004 l1,0.5925925925925926,0.5925925925925926,0.004277229309082031,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5740740740740741,0.5740740740740741,0.013178110122680664,0,True,True,True,False,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5370370370370371,0.5370370370370371,0.013178110122680664,0,0.10810810810810811,0.10810810810810811,0.4,0.013513513513513487,0.0,0.7027027027027026,0.013513513513513487,0.15,1.0
7,glass,001 knn,006 forward selection,0.6111111111111112,0.6111111111111112,5.329517364501953,0,True,True,True,False,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.5925925925925926,0.5925925925925926,2.836465835571289,0,True,True,True,True,False,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.5370370370370371,0.5370370370370371,3.1664011478424072,0,False,False,True,True,True,False,True,False,False
10,glass,001 knn,009 bayesian selection,0.6481481481481481,0.6481481481481481,30.588703393936157,22,True,True,False,True,False,False,False,True,False
11,glass,001 knn,013 bayesian weighting,0.6851851851851852,0.6851851851851852,77.59449577331543,95,0.6877424548247918,0.5619766142825499,0.9989060343376677,0.3449070041991994,0.6301779494866462,0.19495250742976858,0.3020488279449165,0.6190134190664658,0.11862391774676348
