,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,990680.0090357891,0.753420479977797,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,715529.8588195983,0.8219051484434291,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,1042626.1905737704,0.7404911138920836,0.021942138671875,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,868996.0352324091,0.7837075308733076,0.021942138671875,0,0.41287127523398276,0.5763391779194807,0.2986251865049489,0.06585569066893814,0.046129637676242854,0.034763685255740154,0.3144930116911131,0.6341383062735778,0.6421911376578376,0.1019712670639863,0.20226157386940632
4,bike,001 knn,003 feature importance selection,1028285.6575296837,0.7440604619384977,0.24084877967834473,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,1149522.5529751063,0.7138846885149377,0.24084877967834473,0,0.07064606026211627,0.2952991560567996,0.03101669138388891,0.003548617631213372,0.013326675978489454,0.004822211392259656,0.021428256311172986,0.21650156297885337,0.27031131155452104,0.052193640660264974,0.020905815790420168
6,bike,001 knn,004 l1,1149522.5529751063,0.7138846885149377,0.010402679443359375,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,2002155.801048202,0.5016649049851778,0.050011396408081055,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1602167.739960703,0.6012216369450372,0.050011396408081055,0,0.45928815212091667,0.07996099463676254,0.3174061433447099,0.0,0.0628961482203803,0.058508044856167674,0.11701608971233546,0.9912237932715748,1.0,0.9951243295953194,0.9980497318381277
9,bike,001 knn,006 forward selection,2107587.6919356743,0.47542298548246276,12.809762477874756,0,True,True,False,False,False,False,True,False,True,True,False
10,bike,001 knn,007 backward selection,1611772.3214894084,0.5988310637208258,5.256067991256714,0,True,True,False,False,False,False,True,True,True,True,True
11,bike,001 knn,008 stepwise selection,1619409.4510937396,0.5969301878224456,6.40799355506897,0,True,True,False,False,True,False,True,True,True,False,True
12,bike,001 knn,009 bayesian selection,1173686.2753786347,0.7078703559172599,31.88629984855652,38,False,True,True,True,True,False,True,True,False,True,True
13,bike,001 knn,013 bayesian weighting,744049.2920545773,0.8148066826479693,82.85620021820068,467,0.2536792080564107,0.22578365192679786,0.5240506479620252,0.17898511127761446,0.777551600722679,0.8741533036091872,0.15554344627513106,0.035862405663468794,0.035695554266158565,0.8733509601802828,0.5114286286107437
