,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.5555555555555556,0.5555555555555556,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7407407407407407,0.7407407407407407,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5185185185185185,0.5185185185185185,0.15402460098266602,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6111111111111112,0.6111111111111112,0.15402460098266602,0,0.140843373104643,0.0931612552558561,0.15840113488517746,0.15793735950688212,0.07629042838637405,0.09908796382607538,0.12835176780701169,0.10370112808699733,0.04222558914098293
4,glass,001 knn,004 l1,0.6296296296296297,0.6296296296296297,0.00393986701965332,0,False,True,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5740740740740741,0.5740740740740741,0.013826131820678711,0,True,False,True,True,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5,0.5,0.013826131820678711,0,0.11392405063291144,0.012658227848101222,0.19444444444444445,0.05063291139240511,0.0,0.620253164556962,0.0,0.2777777777777778,1.0
7,glass,001 knn,006 forward selection,0.5185185185185185,0.5185185185185185,3.1963889598846436,0,False,False,False,True,False,True,False,False,False
8,glass,001 knn,007 backward selection,0.5555555555555556,0.5555555555555556,1.996830940246582,0,True,True,True,True,True,False,True,True,True
9,glass,001 knn,008 stepwise selection,0.5185185185185185,0.5185185185185185,3.1871023178100586,0,False,False,False,True,False,True,False,True,True
10,glass,001 knn,009 bayesian selection,0.6481481481481481,0.6481481481481481,30.32568335533142,23,True,True,False,False,False,False,True,False,False
11,glass,001 knn,013 bayesian weighting,0.7592592592592593,0.7592592592592593,78.67748618125916,107,0.9116681162598612,0.0040043322772946865,0.27468738790070535,0.7593220358232191,0.3015872106660471,0.3232369818305835,0.5132013114366976,0.6740455486350414,0.023470516698706815
