,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9210526315789473,0.9210526315789473,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9736842105263158,0.9736842105263158,0.13765382766723633,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.13765382766723633,0,0.08102321399729502,0.03387668973728094,0.4126150176869152,0.4724850785785088
4,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.003687143325805664,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.033498287200927734,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.033498287200927734,0,0.05555555555555558,0.30952380952380953,0.0,0.5317460317460317
7,iris,001 knn,006 forward selection,0.3684210526315789,0.3684210526315789,0.9386036396026611,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8368728160858154,0,True,False,True,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,0.934502124786377,0,True,True,False,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.02091383934021,0,False,True,True,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,71.07605719566345,0,0.34605870064315514,0.093887427873108,0.4926867268210857,0.793524107102547
