,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,919744.7133888215,0.755806652764711,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,438448.53095000976,0.8835913783417249,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,1043646.033023005,0.7229107007381295,0.011243104934692383,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,723849.7471960806,0.8078170060777465,0.011243104934692383,0,0.38380601679646864,0.5916763730263573,0.2653156201076364,0.054682957309878384,0.046542335236044736,0.05467818481424663,0.3133806301013029,0.6251701824424003,0.6273647741520908,0.10821645072603678,0.21725886990823892
4,bike,001 knn,003 feature importance selection,895131.5096218716,0.7623414884930844,0.26151561737060547,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,892774.6649590163,0.7629672336360118,0.26151561737060547,0,0.06611825898021122,0.31041722928570636,0.03282446502793722,0.0024475921553982903,0.015057324143087311,0.0042626444642919455,0.02425764741531806,0.3417327220589007,0.10197546183004871,0.06841230067288542,0.032494353966214695
6,bike,001 knn,004 l1,892774.6649590163,0.7629672336360118,0.007550477981567383,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1855539.9735546112,0.5073518657131679,0.07303190231323242,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1021710.1684333469,0.7287346996376851,0.07303190231323242,0,0.4204379562043795,0.11678832116788318,0.30608272506082723,0.0,0.01995133819951338,0.048661800486618056,0.1333333333333333,0.9922141119221412,0.9990267639902677,0.9990267639902677,1.0
9,bike,001 knn,006 forward selection,1342251.1742520072,0.6436306702286738,8.889102220535278,0,True,True,False,False,False,False,True,True,True,False,False
10,bike,001 knn,007 backward selection,1070566.31392515,0.7157633332063413,6.530519962310791,0,True,True,False,False,False,False,True,True,True,False,False
11,bike,001 knn,008 stepwise selection,1070566.31392515,0.7157633332063413,11.47817587852478,0,True,True,False,False,False,False,True,True,True,False,False
12,bike,001 knn,009 bayesian selection,783134.7050909061,0.7920767771878192,31.824533939361572,139,True,True,True,False,True,True,False,False,True,True,True
13,bike,001 knn,013 bayesian weighting,591210.5599617149,0.8430328726479253,83.0884280204773,451,0.6234038841176729,0.3465475665464171,0.06615495574056875,0.6155473647609319,0.5253717035958452,0.34639843037406637,0.46298437975676104,0.019127578628061664,0.27978991994430746,0.9223957922399442,0.7400460696263541
