,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.7386363636363636,0.7386363636363636,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9318181818181818,0.9318181818181818,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.5909090909090909,0.5909090909090909,0.16536259651184082,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.7613636363636364,0.7613636363636364,0.16536259651184082,0,0.020695126767831678,0.0,0.1122432506350825,0.03993068113535523,0.10456910492614177,0.042655520626289724,0.08943689577713534,0.025242971068227486,0.018041106964981492,0.020325531454919686,0.013362496632696721,0.028066605704014837,0.013477061951426443,0.04915199092722513,0.0199478083962546,0.02828789725228409,0.006686892966869803,0.01734897459425996,0.0073711636049632445,0.014185854868635153,0.02430500157087031,0.01172787300605025,0.01695560524297676,0.028369704780845172,0.012055366180330773,0.008952447864471776,0.09120830204564241,0.021936952745995265,0.02370654698248258,0.006954787061868225,0.03159399477376413,0.008693303512483734,0.02057556441296828,0.021937613564655494
4,ionosphere,001 knn,004 l1,0.8068181818181818,0.8068181818181818,0.013411521911621094,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.75,0.75,0.04930281639099121,0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True
6,ionosphere,001 knn,012 relieff weighting,0.8068181818181818,0.8068181818181818,0.04930281639099121,0,0.9359145527369827,1.0,0.0757363253856943,0.0,0.16830294530154277,0.08976157082748948,0.12622720897615713,0.05329593267882193,0.06732117812061711,0.03927068723702665,0.04207573632538575,0.056100981767180924,0.058906030855540026,0.01963534361851338,0.1402524544179523,0.0785413744740533,0.04207573632538575,0.008415147265077194,0.016830294530154277,0.033660589060308554,0.05329593267882193,0.005610098176718092,0.02524544179523147,0.0729312762973352,0.0028050490883591017,0.0,0.08976157082748948,0.008415147265077194,0.005610098176718092,0.0,0.01963534361851338,0.06451612903225812,0.0785413744740533,0.08976157082748948
7,ionosphere,001 knn,006 forward selection,0.75,0.75,16.257519006729126,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.75,0.75,12.046585083007812,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8181818181818182,0.8181818181818182,8.166293144226074,0,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False
10,ionosphere,001 knn,009 bayesian selection,0.875,0.875,45.20675444602966,2,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,True,False,False
11,ionosphere,001 knn,013 bayesian weighting,0.8522727272727273,0.8522727272727273,117.34367656707764,70,0.3895209627011982,0.3383242232773366,0.7075088166651219,0.9212268765776491,0.9982767832092123,0.6436457870964883,0.17556812858900703,0.41711535082950835,0.4393231904053141,0.3307454901227418,0.3582217787389619,0.5041144743246568,0.5558048427278253,0.1364751160944172,0.7975678627584402,0.10826549246803463,0.11899361889453414,0.7890516965655847,0.0897630525256738,0.32207493731938364,0.3885687905881341,0.6494726727518882,0.18363484610824832,0.7647075451207601,0.22053808843147935,0.29612338046050146,0.9253777109768342,0.3709539345554457,0.7138016318701846,0.7891985718100235,0.5574548049793723,0.7206976672892889,0.021745131387700015,0.48604345465905174
