,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.1566911566718914,-0.08366403520791255,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.3317554918780323,-0.1716279160462013,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.201289320921063,-0.10607309757347738,0.02209615707397461,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.164512114224372,-0.08759380067029321,0.02209615707397461,0,0.12162890057251018,0.10405982986387574,0.14061435162447902,0.03135816817042282,0.073616240755354,0.12319912892406504,0.09833374006069465,0.03730919856202748,0.08088107381878244,0.06108072271094736,0.10628800651254117,0.03843836228975437
4,fire,001 knn,003 feature importance selection,2.32593337998809,-0.16870250262083952,0.24350738525390625,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.136943939583322,-0.07374172950914559,0.24350738525390625,0,0.08690021399583597,0.0713410403686259,0.031189116372824607,0.05450448265055168,0.07482240744913587,0.1225493758891351,0.09096013738064919,0.08740135198717042,0.16571512149025136,0.1116443986553911,0.10236081915761425,0.000611534602814642
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.0982966122762816,-0.05432276053438656,0.04558682441711426,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.113629102834702,-0.062026816136842466,0.04558682441711426,0,0.19373219373219372,0.9634831460674157,0.7247191011235955,0.32193732193732194,0.8205128205128205,0.886039886039886,0.8888888888888888,0.811965811965812,1.0,0.9202279202279202,0.6780626780626781,0.0
9,fire,001 knn,006 forward selection,2.0099448770676642,-0.009929015237290617,8.369869470596313,0,False,False,False,False,True,False,False,False,True,False,True,True
10,fire,001 knn,007 backward selection,2.1221318869815127,-0.06629917629862558,2.669044017791748,0,True,True,True,True,False,True,True,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,2.0412307079959287,-0.02564908237980812,4.144503831863403,0,True,False,False,False,True,True,False,False,True,True,False,True
12,fire,001 knn,009 bayesian selection,2.0017246297104254,-0.005798620213415706,32.38209056854248,3,False,False,False,True,True,True,True,False,True,True,False,True
13,fire,001 knn,013 bayesian weighting,1.9066470352365874,0.04197464086137592,84.124436378479,393,0.9206459942012889,0.16695023774189663,4.695641597278477e-05,0.11729468019297848,0.9696143474164197,0.9506163512025595,0.9059236346576517,0.7086904617476919,0.12540688391141686,0.8219811940623823,0.94490804978613,0.17905280905673673
