,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.1941301061201393,-0.01943000645712778,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.2309706724596197,-0.03654675749964076,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.167710833485003,-0.007155164961673233,0.005980253219604492,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.1415755399471488,0.004987735035795859,0.005980253219604492,0,0.07256577027502574,0.04417805147308233,0.11884523546370691,0.03196105959121178,0.049421537257152634,0.10011410881260485,0.07337463904796133,0.018579768106126375,0.03683959658496241,0.045064785037816704,0.08637696563940248,0.029311630305719243
4,fire,001 knn,003 feature importance selection,2.2601307069938956,-0.050095003390187465,0.24457120895385742,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.190331132808472,-0.017664939118212653,0.24457120895385742,0,0.08705917528588528,0.06839354191098965,0.02422723787806835,0.04775906117863732,0.0744964453936328,0.11399960855802563,0.10068757966720408,0.08615137342692945,0.18127360025444228,0.11672207409363743,0.0965261654253196,0.0027041369272281252
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.2039426995417597,-0.023989103544060697,0.03348374366760254,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.2060247608515686,-0.024956464489786834,0.03348374366760254,0,0.17506631299734748,0.8865435356200527,0.7255936675461742,0.23872679045092837,0.8090185676392573,0.8249336870026526,0.8355437665782494,0.7798408488063661,1.0,0.9098143236074271,0.7188328912466844,0.0
9,fire,001 knn,006 forward selection,2.172403569464228,-0.009335489572442235,4.192230701446533,0,False,False,False,False,False,False,False,False,False,False,True,True
10,fire,001 knn,007 backward selection,2.1911100483184276,-0.018026836455626194,2.645604133605957,0,True,True,True,True,False,True,True,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,2.230516801280468,-0.03633588126317577,2.7748782634735107,0,True,False,False,False,True,True,False,True,True,True,False,True
12,fire,001 knn,009 bayesian selection,2.100147269950077,0.024236010893649684,32.23819088935852,20,True,True,True,True,False,False,False,False,True,False,False,True
13,fire,001 knn,013 bayesian weighting,2.008362216342717,0.0668809012447854,84.13546323776245,478,0.8869512642348103,0.727244278903514,0.9227289311278751,0.4947913369773804,0.3591142480380155,0.20625946251533334,0.19449494703571943,0.0009366912910921503,0.26545790690743576,0.59085032167177,0.19803467750793247,0.04209471032244499
