,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.7037037037037037,0.7037037037037037,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7962962962962963,0.7962962962962963,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6666666666666666,0.6666666666666666,0.15388154983520508,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.7222222222222222,0.7222222222222222,0.15388154983520508,0,0.12296953364032097,0.113391202061804,0.16832753965316602,0.14201450063476379,0.09235223971077353,0.0947849489623001,0.12518772077860876,0.10251775245761376,0.03845456210064917
4,glass,001 knn,004 l1,0.7222222222222222,0.7222222222222222,0.0038895606994628906,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.6666666666666666,0.6666666666666666,0.018494367599487305,0,True,False,True,False,True,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5925925925925926,0.5925925925925926,0.018494367599487305,0,0.10769230769230764,0.03076923076923077,0.8888888888888888,0.0,0.1384615384615384,0.4461538461538461,0.07692307692307687,0.8888888888888888,1.0
7,glass,001 knn,006 forward selection,0.6851851851851852,0.6851851851851852,3.25006103515625,0,True,False,False,False,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.6481481481481481,0.6481481481481481,2.0243332386016846,0,True,True,True,True,True,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.6296296296296297,0.6296296296296297,4.279011487960815,0,True,True,True,False,True,False,False,True,False
10,glass,001 knn,009 bayesian selection,0.7037037037037037,0.7037037037037037,30.33709406852722,1,True,True,True,True,False,True,False,False,False
11,glass,001 knn,013 bayesian weighting,0.8148148148148148,0.8148148148148148,77.68135690689087,156,0.9978901974551451,0.260168891131555,0.11986039416947576,0.29062178001323213,0.7022689492770574,0.864399358041246,0.8441226231490556,0.33649714023288696,0.045014916218890595
