,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,37.49503874015748,0.6182544567223066,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,12.39063061567503,0.8738481629872769,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,36.74378658267717,0.625903126323192,0.006886482238769531,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,34.03350551181102,0.6534971162108445,0.006886482238769531,0,0.40713712117350487,0.3457451002555107,0.5228493326038266,0.09564408779847439,0.4466103460312654,0.7091122566082235,0.3952953835433769,0.25853890872581115,0.4214403904157069,0.5138150774721869,0.497317018523192,0.3217199592033725,0.7326332236285067
4,boston,001 knn,003 feature importance selection,31.319660472440948,0.6811273916748951,0.2692868709564209,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,26.414900535433066,0.7310638715322799,0.2692868709564209,0,0.036786967079361715,0.0012756119207622718,0.007502159494526508,0.0004568873743969206,0.019695207400340944,0.45350765280003585,0.014264850467737051,0.04593272852658012,0.0047686874367600185,0.016572587554703047,0.01966319497923634,0.015277495473445268,0.364295969492114
6,boston,001 knn,004 l1,26.76939237795275,0.7274547092122194,0.006795644760131836,0,False,False,False,False,False,True,False,False,False,True,True,True,True
7,boston,001 knn,005 relieff selection,26.458990614173224,0.7306149803822146,0.06129598617553711,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,26.47500359055118,0.7304519486166187,0.06129598617553711,0,1.0,0.42500000000000004,0.8955882352941177,0.0,0.2663755458515284,0.9970887918486172,0.9519650655021834,0.9170305676855895,0.6882352941176471,0.8926470588235295,0.8544117647058823,0.8500727802037845,1.0
9,boston,001 knn,006 forward selection,25.468019275590546,0.7407042856538133,16.56730318069458,0,False,False,True,False,False,True,False,False,False,True,False,True,True
10,boston,001 knn,007 backward selection,26.854757039370075,0.7265855921198141,8.134478330612183,0,False,False,True,False,True,True,False,False,True,True,False,True,True
11,boston,001 knn,008 stepwise selection,26.641521511811018,0.7287565916720016,6.07158350944519,0,True,False,False,False,False,True,False,False,True,True,False,False,True
12,boston,001 knn,009 bayesian selection,26.45782374803149,0.7306268605126045,33.21861672401428,45,True,True,True,False,False,True,False,True,False,True,True,True,True
13,boston,001 knn,013 bayesian weighting,22.7478339527559,0.768399112990246,85.04774761199951,406,0.9735594730093577,0.8975829342552036,0.3974760044906286,0.35552816587454655,0.222296608434638,0.059373533495500314,0.7089285737945307,0.985505129348239,0.5786134039865135,0.9369565389117992,0.9710568601076256,0.8162471493408714,0.22084288825718382
