,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,3621.990377358491,0.7426777711625894,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,2099.9172198683746,0.8508125855970194,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,3621.990377358491,0.7426777711625894,0.015192270278930664,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,3673.066037735849,0.7390491301673503,0.015192270278930664,0,0.30367564164760125,0.7974673534823303,0.8814117724202444,0.6419404599433156,0.5928805684185581,0.6946928979225465
4,machine,001 knn,003 feature importance selection,2767.192075471698,0.8034064262200218,0.13091278076171875,0,False,True,False,True,True,False
5,machine,001 knn,011 feature importance weighting,3334.6766037735847,0.7630898134078461,0.13091278076171875,0,0.03852784278822706,0.1154553839274519,0.6502476216187268,0.04699652423713619,0.06184045418388875,0.08693217324456912
6,machine,001 knn,004 l1,3334.6766037735847,0.7630898134078461,0.005816459655761719,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,5359.226226415095,0.6192568467200692,0.04149127006530762,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,3137.8801886792457,0.7770711018386065,0.04149127006530762,0,1.0,0.2882205513784461,0.24310776942355888,0.5037593984962406,0.10776942355889724,0.8696741854636592
9,machine,001 knn,006 forward selection,2762.1111320754712,0.80376739892925,3.494100332260132,0,False,True,True,True,False,False
10,machine,001 knn,007 backward selection,2858.1516981132077,0.796944252002598,1.738739252090454,0,False,True,True,True,True,False
11,machine,001 knn,008 stepwise selection,2858.1516981132077,0.796944252002598,2.7717177867889404,0,False,True,True,True,True,False
12,machine,001 knn,009 bayesian selection,2870.685471698113,0.7960537972474522,29.292943954467773,12,False,False,True,True,False,False
13,machine,001 knn,013 bayesian weighting,1507.5983018867926,0.8928935433793372,73.94657158851624,256,0.43246550565226904,0.35128830538700395,0.060264323118852284,0.8822279035058851,0.15344354316362063,0.02372189597934972
