,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.13622617721557617,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.13622617721557617,0,0.12463471288639554,0.026925239421624378,0.46511653180928464,0.3833235158826955
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.011951208114624023,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03331351280212402,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03331351280212402,0,0.07317073170731703,0.1869918699186992,0.0,0.39837398373983735
7,iris,001 knn,006 forward selection,0.34210526315789475,0.34210526315789475,0.9641220569610596,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.879479169845581,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.34210526315789475,0.34210526315789475,0.8238155841827393,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,28.080416679382324,2,True,True,True,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,71.41208744049072,0,0.5434077803739092,0.19847156842750602,0.15256897504697753,0.6061549175831868
