,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.884393063583815,0.884393063583815,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8670520231213873,0.8670520231213873,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8439306358381503,0.8439306358381503,0.14258289337158203,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8728323699421965,0.8728323699421965,0.14258289337158203,0,0.012074109796649607,0.07350959726801164,0.08201664600835913,0.018777036707771554,0.07691467961378749,0.03280789373057556,0.09360261320731615,0.26668046593965894,0.048865470639165826,0.0949324846259368,0.012366823288316344,0.015590592690008719,0.0709453993344862,0.1009161871499562
4,australian,001 knn,004 l1,0.8786127167630058,0.8786127167630058,0.01296377182006836,0,False,False,False,False,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8786127167630058,0.8786127167630058,0.05701303482055664,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.884393063583815,0.884393063583815,0.05701303482055664,0,0.7946210268948656,0.0,0.017346053772766656,0.9185004074979625,0.5672159583694709,0.4278728606356968,0.15611448395490024,1.0,0.837000814995925,0.9418907198612315,0.7669111654441728,0.9657701711491442,0.2688638334778838,0.37640936686903725
7,australian,001 knn,006 forward selection,0.8554913294797688,0.8554913294797687,5.240800142288208,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
8,australian,001 knn,007 backward selection,0.9017341040462428,0.9017341040462428,3.3874399662017822,0,True,True,True,True,False,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,3.4174628257751465,0,True,False,False,False,True,True,False,True,True,False,False,False,True,False
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,34.11003375053406,19,False,False,True,True,False,True,False,True,True,True,False,True,False,True
11,australian,001 knn,013 bayesian weighting,0.9248554913294798,0.9248554913294798,88.5088837146759,76,0.4910984583489362,0.65443618682879,0.3850908263691538,0.782583733411592,0.3596188214439368,0.018960720585249266,0.07451225402043446,0.41242263007561886,0.8562393324559923,0.5318487211903692,0.22955095687672494,0.04355532071540344,0.8977955020049886,0.876143235943767
