,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.7976190476190477,0.7976190476190477,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8333333333333334,0.8333333333333334,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.7857142857142857,0.7857142857142857,0.1557009220123291,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8095238095238095,0.8095238095238095,0.1557009220123291,0,0.2113953417370286,0.16975042963078193,0.023760113198694564,0.002382077244628545,0.11345736488041289,0.3143700420968837,0.16488463121156985
4,ecoli,001 knn,004 l1,0.8095238095238095,0.8095238095238095,0.01320958137512207,0,True,True,True,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.7857142857142857,0.7857142857142857,0.04497957229614258,0,False,True,True,True,True,True,False
6,ecoli,001 knn,012 relieff weighting,0.75,0.75,0.04497957229614258,0,0.0,0.0621572212065814,1.0,0.9871589085072231,0.04753199268738573,0.021937842778793404,0.007312614259597838
7,ecoli,001 knn,006 forward selection,0.75,0.75,4.159472227096558,0,True,True,False,False,False,True,False
8,ecoli,001 knn,007 backward selection,0.7619047619047619,0.7619047619047619,1.5668890476226807,0,True,True,False,True,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.75,0.75,5.081158876419067,0,True,True,False,True,False,True,False
10,ecoli,001 knn,009 bayesian selection,0.7619047619047619,0.7619047619047619,29.850098133087158,37,False,True,False,True,True,True,False
11,ecoli,001 knn,013 bayesian weighting,0.8214285714285714,0.8214285714285714,75.83169722557068,49,0.1485709962135195,0.1996104874879726,0.0888620725364046,0.7402524052939838,0.4989751482803382,0.6106562590959952,0.41927555070933786
