,dataset,base,method,PM1,PM2,Time,TriesToOpt,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,breast_cancer,001 knn,000 all,0.9230769230769231,0.9230769230769231,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,breast_cancer,000 rf,000 all,0.9440559440559441,0.9440559440559441,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,breast_cancer,001 knn,003 feature importance selection,0.9300699300699301,0.9300699300699301,0.18412256240844727,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,breast_cancer,001 knn,011 feature importance weighting,0.9090909090909091,0.9090909090909091,0.18412256240844727,0,0.05039709012795138,0.016183102788782218,0.052372107029785966,0.04801499742513829,0.004680080523417099,0.012621872490198999,0.07388505704935883,0.1591994422271553,0.0033102750101883824,0.003915489747802758,0.012356532023444807,0.003528908804129456,0.021473895391375036,0.020903462659762246,0.004718146118951865,0.004285792170176348,0.003563719603645489,0.0024084687645227576,0.00331613650735232,0.004202941778445956,0.08911844135146554,0.011904421007985739,0.06605475214949072,0.09086803474319645,0.012168648886959187,0.011451240316365522,0.03712547414339712,0.16292478358052095,0.007120547573248328,0.005926138005784738
4,breast_cancer,001 knn,004 l1,0.916083916083916,0.916083916083916,0.017705678939819336,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
5,breast_cancer,001 knn,005 relieff selection,0.9090909090909091,0.9090909090909091,0.055310964584350586,0,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False
6,breast_cancer,001 knn,012 relieff weighting,0.8951048951048951,0.8951048951048951,0.055310964584350586,0,0.00435097897026826,0.00435097897026826,0.0014503263234227903,0.0029006526468455807,0.00580130529369105,0.0014503263234227903,0.00580130529369105,0.007251631617113841,0.0014503263234227903,0.0029006526468455807,0.0014503263234227903,0.0014503263234227903,0.0014503263234227903,0.0014503263234227903,0.0029006526468455807,0.00435097897026826,0.00580130529369105,0.008701957940536631,0.0029006526468455807,0.0014503263234227903,0.0,0.00580130529369105,0.0014503263234227903,0.0014503263234227903,0.010152284263959421,0.0014503263234227903,0.007251631617113841,0.007251631617113841,0.0029006526468455807,0.0014503263234227903
7,breast_cancer,001 knn,006 forward selection,0.8811188811188811,0.881118881118881,7.323031663894653,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,breast_cancer,001 knn,007 backward selection,0.8951048951048951,0.8951048951048951,7.266557693481445,0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,breast_cancer,001 knn,008 stepwise selection,0.9020979020979021,0.9020979020979021,7.425852060317993,0,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
10,breast_cancer,001 knn,009 bayesian selection,0.958041958041958,0.958041958041958,42.829066038131714,30,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False
11,breast_cancer,001 knn,013 bayesian weighting,0.958041958041958,0.958041958041958,111.37191677093506,265,0.3002529027510473,0.6736124224246197,0.5795008017342665,0.9628820036179929,0.14596118624000817,0.06446019650661666,0.03546456939517283,0.05032781455655448,0.6135567551529386,0.9537930197643354,0.05825690589134825,0.11736625177012942,0.8023223329029893,0.6427851092210939,0.0671786350683546,0.4036781354320797,0.14931948376917986,0.9321598251038402,0.41319889560730805,0.6331473064367971,0.6594231569619531,0.9480785367825307,0.3369054772509575,0.25468732869957095,0.2735318553114366,0.9193208548974918,0.2722767908485101,0.09795005383806797,0.12119746445375243,0.1563895399040255
