,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,1.0,1.0,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9736842105263158,0.9736842105263158,0.14279389381408691,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.14279389381408691,0,0.08087580644542786,0.018022947937828986,0.3898660941070892,0.511235151509654
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.012010812759399414,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03248190879821777,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03248190879821777,0,0.15384615384615385,0.2222222222222222,0.0,0.4444444444444444
7,iris,001 knn,006 forward selection,0.3157894736842105,0.3157894736842105,0.9452300071716309,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.8645610809326172,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.3157894736842105,0.3157894736842105,0.8137097358703613,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.600547313690186,0,False,False,False,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.91456031799316,41,0.14063855829819957,0.6721766786575798,0.8988678088045501,0.01040550689485455
