,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.0357836251291928,-0.005004663845534996,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.1609306423846846,-0.0667859526110075,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,1.994068021292176,0.015589065219691056,0.008889913558959961,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.008298412204302,0.008563952600404545,0.008889913558959961,0,0.0533365797899116,0.024829121083898308,0.08439002799788393,0.007994432296491558,0.048902618839767126,0.0642529010040154,0.046413218928646235,0.005402184738808652,0.03150155519686789,0.049591596805737756,0.104047290229046,0.028748419576304224
4,fire,001 knn,003 feature importance selection,2.039173356959913,-0.006678071695469745,0.25876450538635254,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.0489772765967236,-0.011517969628304314,0.25876450538635254,0,0.08527971530396686,0.06586603511828422,0.02285641688818067,0.046916475019015594,0.07263166279899287,0.10945836221502889,0.08429931223455207,0.0824671282737313,0.2147059048052084,0.1091429875697801,0.10540435882848492,0.0009716409447742478
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.0517932591262924,-0.01290813484065323,0.04845619201660156,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.126577605693809,-0.04982689976009569,0.04845619201660156,0,0.3135593220338983,0.8808864265927978,0.6371191135734072,0.4152542372881356,0.7768361581920904,0.8135593220338984,0.8135593220338984,0.7627118644067796,1.0,0.8954802259887006,0.6299435028248588,0.0
9,fire,001 knn,006 forward selection,2.3042760967960203,-0.1375512581406202,2.7778446674346924,0,False,False,False,False,False,False,False,False,True,False,False,False
10,fire,001 knn,007 backward selection,2.135152703616437,-0.054060165662618065,3.862347364425659,0,True,True,True,False,True,True,True,True,True,True,False,True
11,fire,001 knn,008 stepwise selection,2.1523670005054054,-0.06255834220981238,8.362226009368896,0,False,True,True,False,True,True,True,True,True,True,True,False
12,fire,001 knn,009 bayesian selection,1.9815565607097736,0.02176559404211742,32.30729031562805,3,True,True,False,True,False,True,True,True,False,False,False,False
13,fire,001 knn,013 bayesian weighting,1.8375964105908873,0.09283435620892311,83.85706853866577,460,0.9871729582107479,0.49488540674278597,0.3988768500080521,0.44580311169405773,0.7133794710562313,0.5576939727138792,0.0227004578073116,0.6358558847977754,0.03675403450866725,0.006017958131627442,0.17018324780164962,0.5622265514897701
