,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
0,ionosphere,001 knn,000 all,0.7613636363636364,0.7613636363636364,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,ionosphere,000 rf,000 all,0.9090909090909091,0.9090909090909091,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,ionosphere,001 knn,003 feature importance selection,0.5568181818181818,0.5568181818181818,0.16979503631591797,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,ionosphere,001 knn,011 feature importance weighting,0.7613636363636364,0.7613636363636364,0.16979503631591797,0,0.0315445994794771,0.0,0.08787138992095547,0.043284245028635204,0.15178117062011143,0.04256606210910111,0.09352648281464579,0.03231974203970201,0.015322639605964293,0.010088308167267303,0.007401349202666595,0.02652638104361064,0.009109847267975616,0.026209961638243785,0.01236576399438897,0.021281510966529693,0.008258026191757617,0.036225102537761324,0.00693314712604175,0.02145603273820634,0.011252746377214434,0.023313553465946633,0.017789411614714572,0.014625452540042414,0.014295453473241399,0.020668879360362772,0.07254598290318974,0.02560122578063737,0.018976657957402568,0.007475753577402883,0.029944300913564606,0.020842486176046292,0.03141870350255279,0.007177629864639634
4,ionosphere,001 knn,004 l1,0.8522727272727273,0.8522727272727273,0.013404369354248047,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,ionosphere,001 knn,005 relieff selection,0.7727272727272727,0.7727272727272727,0.0456390380859375,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False
6,ionosphere,001 knn,012 relieff weighting,0.8409090909090909,0.8409090909090909,0.0456390380859375,0,0.9410852713178295,1.0,0.1453396524486572,0.03791469194312791,0.24328593996840442,0.056872037914691975,0.2148499210110585,0.03791469194312791,0.12638230647709325,0.04423380726698267,0.05371248025276465,0.03791469194312791,0.1200631911532386,0.02211690363349128,0.1453396524486572,0.034755134281200584,0.08214849921011058,0.01579778830963663,0.03159557661927326,0.04423380726698267,0.08214849921011058,0.02211690363349128,0.050552922590837324,0.028436018957345932,0.009478672985781977,0.01579778830963663,0.050552922590837324,0.03159557661927326,0.0,0.003159557661927326,0.0600315955766193,0.0600315955766193,0.03159557661927326,0.018957345971563955
7,ionosphere,001 knn,006 forward selection,0.8181818181818182,0.8181818181818182,12.252740144729614,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,ionosphere,001 knn,007 backward selection,0.8409090909090909,0.8409090909090909,8.202129125595093,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,ionosphere,001 knn,008 stepwise selection,0.8295454545454546,0.8295454545454547,8.156193733215332,0,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False
10,ionosphere,001 knn,009 bayesian selection,0.8522727272727273,0.8522727272727273,44.941468477249146,3,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
11,ionosphere,001 knn,013 bayesian weighting,0.8636363636363636,0.8636363636363636,118.73479127883911,8,0.12751931047886478,0.7605887263325941,0.17083721401896845,0.6260016867447773,0.7547136807689556,0.20251784804877615,0.4476368090086057,0.7433517691411736,0.9291015248182828,0.7396167076048976,0.29043169894517973,0.6439197412958892,0.49836975304020037,0.5813590704796641,0.79378912530819,0.9590081721098447,0.8295229484339148,0.45603506123082227,0.8134246496491141,0.18120035974458337,0.6049410441285678,0.8094904487239478,0.901374819248881,0.7733170975115055,0.2854558363488706,0.14212626439085485,0.12195494044240529,0.40691969869401956,0.32867441009253506,0.7674332582755898,0.6125595370657292,0.8290457825381778,0.5429927954533773,0.21165124187564943
