,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,24.5366845984252,0.7428023457648291,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,8.8946889626004,0.9067643744958471,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,24.33126374803149,0.7449556016637799,0.012523412704467773,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,16.181677354330706,0.8303809367386431,0.012523412704467773,0,0.3909243291657521,0.3230377206964615,0.43979064507862464,0.1587837420283636,0.3936327577363861,0.6572814834917906,0.3527424694679518,0.2086878377327242,0.33759295706406445,0.41126298487852747,0.4598743627824627,0.31171048760808096,0.7354803024763537
4,boston,001 knn,003 feature importance selection,14.282701984251965,0.8502863159138706,0.27072691917419434,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,13.278918677165352,0.860808141342546,0.27072691917419434,0,0.04885125058640387,0.0011301834482693393,0.005516464471631923,0.0015120336280990514,0.029996313613321442,0.38450822322248757,0.019476204085001805,0.07562893015307925,0.00519711614170111,0.012775489568313626,0.0171424245896359,0.013646764938162963,0.38461860155389205
6,boston,001 knn,004 l1,13.590260409448817,0.85754460494717,0.0063207149505615234,0,False,False,False,False,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,13.268990110236217,0.8609122142507601,0.0604860782623291,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,13.442143244094488,0.8590971939829171,0.0604860782623291,0,1.0,0.42020497803806733,0.8404099560761347,0.0,0.2547307132459971,0.9970887918486172,0.950509461426492,0.9199417758369723,0.6764275256222547,0.8374816983894583,0.8155197657393851,0.851528384279476,1.0
9,boston,001 knn,006 forward selection,13.679576692913386,0.8566083766437926,7.521814584732056,0,True,False,False,False,False,True,False,False,False,False,False,False,True
10,boston,001 knn,007 backward selection,13.626341921259842,0.8571663924726269,7.33601450920105,0,False,False,True,False,True,True,True,True,False,True,True,False,True
11,boston,001 knn,008 stepwise selection,13.433554645669288,0.8591872211159337,9.040881633758545,0,True,False,False,False,False,True,False,False,False,False,False,False,True
12,boston,001 knn,009 bayesian selection,13.442143244094488,0.8590971939829171,33.42701005935669,119,True,True,True,False,True,True,True,True,True,True,True,True,True
13,boston,001 knn,013 bayesian weighting,11.218002645669289,0.8824110097639164,84.8140275478363,486,0.9095539201770644,0.7204654487111521,0.12554686432863751,0.04204234361510709,0.6496205213462523,0.04173380713293759,0.39952081253786853,0.2505684326315898,0.2501388655718369,0.9614496356898581,0.8260258763883905,0.2680986983670052,0.04954545879599504
