,dataset,base,method,PM1,PM2,Time,TriesToOpt,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX
0,machine,001 knn,000 all,33550.657169811326,0.4524373748148768,0.0,0,True,True,True,True,True,True
1,machine,000 rf,000 all,28884.267123289173,0.5285950718483197,0.0,0,True,True,True,True,True,True
2,machine,001 knn,002 intercorrelation,33550.657169811326,0.4524373748148768,0.016268253326416016,0,True,True,True,True,True,True
3,machine,001 knn,010 correlation weighting,30865.96547169812,0.49625281564487933,0.016268253326416016,0,0.36757184508141033,0.8622557510873176,0.8084782342561954,0.6676236471805401,0.708891156882765,0.3583515524839435
4,machine,001 knn,003 feature importance selection,31361.055094339623,0.4881727183727633,0.1253049373626709,0,False,True,True,True,False,True
5,machine,001 knn,011 feature importance weighting,31675.767358490575,0.4830364650748248,0.1253049373626709,0,0.1488505647894945,0.2719848431703233,0.23738582612042863,0.12008368895606157,0.2002452271530794,0.0214498498106127
6,machine,001 knn,004 l1,31675.767358490575,0.4830364650748248,0.006062507629394531,0,True,True,True,True,True,True
7,machine,001 knn,005 relieff selection,36996.68905660378,0.396196501294773,0.04001164436340332,0,True,True,False,True,False,True
8,machine,001 knn,012 relieff weighting,26504.744339622644,0.5674300113702981,0.04001164436340332,0,1.0,0.08605341246290801,0.8551724137931034,0.47181008902077154,0.0,0.7566765578635015
9,machine,001 knn,006 forward selection,26612.427735849058,0.565672567311061,5.529171466827393,0,False,True,True,True,True,True
10,machine,001 knn,007 backward selection,26613.895660377362,0.565648610087087,1.275787353515625,0,False,True,True,True,True,True
11,machine,001 knn,008 stepwise selection,26613.895660377362,0.565648610087087,2.0790793895721436,0,False,True,True,True,True,True
12,machine,001 knn,009 bayesian selection,24864.177924528303,0.5942048327543603,29.181726932525635,69,True,False,True,True,True,True
13,machine,001 knn,013 bayesian weighting,24842.94867924529,0.5945513040982457,74.11345195770264,395,0.9420180823044801,0.14058816875099844,0.6788681380862928,0.6081035891074061,0.21834967629059487,0.9224081068391796
