,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,960940.0911590097,0.737796295334137,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,552674.8605366077,0.8491962222810325,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,1065038.7130388585,0.709391772972513,0.021276473999023438,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,712944.98367402,0.8054646510618546,0.021276473999023438,0,0.4204765282343383,0.5781479285069151,0.3029689509150697,0.04682147064390878,0.0811595907456075,0.08469843663027438,0.30562296174766046,0.6169805827933093,0.6196473822694529,0.08577953904817817,0.26032252002592265
4,bike,001 knn,003 feature importance selection,891943.8191366456,0.7566227323814014,0.2383708953857422,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,908166.8892430683,0.7521960786054854,0.2383708953857422,0,0.07093736490678826,0.30271446209303543,0.027675234399911094,0.0020528165129332795,0.017464692010205077,0.0037703316234639728,0.020700381845525046,0.3159058403104646,0.14949028395912736,0.058938246505370336,0.030350345833175592
6,bike,001 knn,004 l1,908166.8892430683,0.7521960786054854,0.0074367523193359375,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1811285.4040722188,0.5057696650140567,0.07490348815917969,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1001672.5573517508,0.7266819671526247,0.07490348815917969,0,0.45158150851581513,0.12360097323600971,0.3502191914271797,0.0,0.0014612761811982464,0.042822384428223836,0.1489051094890511,0.9961032635168047,1.0,0.9980516317584024,0.9961032635168047
9,bike,001 knn,006 forward selection,1069191.600177933,0.7082586093102381,10.18735671043396,0,True,True,False,False,False,False,False,True,True,True,False
10,bike,001 knn,007 backward selection,997595.8863253053,0.7277943343601878,5.96227240562439,0,True,True,False,False,True,False,False,True,True,True,False
11,bike,001 knn,008 stepwise selection,1018996.9644007625,0.7219548007546535,5.110244512557983,0,True,True,False,False,True,False,True,True,True,False,False
12,bike,001 knn,009 bayesian selection,880981.876404068,0.7596138262292501,32.06274938583374,117,True,True,True,True,True,False,True,False,True,True,True
13,bike,001 knn,013 bayesian weighting,693869.0999544627,0.8106697282847337,83.11337399482727,253,0.3288856992675263,0.8695650167805666,0.05990684168477749,0.7649492020601382,0.9314049655447239,0.20970696522227558,0.8007727321471924,0.015725952097336182,0.10386531069602942,0.9198071767105707,0.21279633966756217
