,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,1.9594969131187125,0.006396498320794697,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.073307593233682,-0.0513135646722338,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.016213840608933,-0.022362994680435122,0.024654865264892578,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.0429486564843824,-0.0359194368941238,0.024654865264892578,0,0.022662592725800373,0.015565432678792616,0.09387008847769492,0.04454246357004272,0.04333633083138393,0.028905455749474417,0.02283260940746614,0.009621673642872584,0.027489418110070975,0.056491876760699236,0.0848128955791185,0.03110400492049408
4,fire,001 knn,003 feature importance selection,2.0530474841563233,-0.041040256667054464,0.24424386024475098,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.0329269171709834,-0.030837706370312468,0.24424386024475098,0,0.08860831272275432,0.06330500517636184,0.03559600732273695,0.04650492349408932,0.0791371565482158,0.12027414941599711,0.09530866386209678,0.08618322757809431,0.16183390018246635,0.12113838327445382,0.10081122374517804,0.0012990466775552965
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.051670930683404,-0.040342246712670615,0.033971548080444336,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.0171970388055427,-0.02286154569343002,0.033971548080444336,0,0.1478494623655914,0.7669376693766938,0.7696476964769647,0.3736559139784946,0.8655913978494624,0.9166666666666666,0.9247311827956989,0.8655913978494624,1.0,0.8602150537634409,0.6397849462365591,0.0
9,fire,001 knn,006 forward selection,2.040326167092374,-0.03458964932182851,4.161389350891113,0,True,False,False,False,False,False,False,False,False,False,True,False
10,fire,001 knn,007 backward selection,1.9453945092073734,0.013547414361840815,4.911547422409058,0,False,True,True,True,False,True,True,True,True,True,False,True
11,fire,001 knn,008 stepwise selection,1.9901527469846585,-0.009148177290671633,4.15984034538269,0,True,True,False,True,True,True,False,True,False,True,False,True
12,fire,001 knn,009 bayesian selection,1.8869986842552786,0.04315822710024919,32.814159631729126,10,True,True,True,False,True,False,True,True,False,True,False,False
13,fire,001 knn,013 bayesian weighting,1.8431532620957907,0.0653909566843609,83.60104727745056,391,0.6296491906221378,0.7610195193170616,0.6237514184382409,0.09096541064794453,0.9223146709424588,0.3750553973008369,0.8824665117946523,0.02060583355518549,0.8932682353357305,0.043707707636186297,0.040666085201428136,0.41678188619271783
