,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,25.359210582677168,0.7024175124973471,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,8.552317014536472,0.8996412067796967,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,24.584556346456694,0.7115078402036215,0.006827116012573242,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,19.022903811023625,0.7767721113734098,0.006827116012573242,0,0.3714922240881211,0.3237496912388601,0.45233191193034555,0.15907951643486537,0.39854849339535225,0.6908827186245052,0.3483426371545809,0.2219910646937505,0.3457157683362664,0.4373472464495543,0.474160412418252,0.3251210524950468,0.7166322795294195
4,boston,001 knn,003 feature importance selection,16.932788787401574,0.801298964284241,0.2682039737701416,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,13.888083905511808,0.8370276337359293,0.2682039737701416,0,0.045246476860280715,0.0015578598834648564,0.004789477068061322,0.0009401317215126517,0.020576476874331083,0.4000555834090808,0.017046065614230138,0.07398799221798985,0.003663165159723329,0.012591766499745447,0.021430943657934125,0.013626561174271521,0.38448749985937414
6,boston,001 knn,004 l1,13.942566047244096,0.8363883026649439,0.006723642349243164,0,True,False,False,False,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,14.056855307086613,0.8350471535732602,0.06246376037597656,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,14.04613014173228,0.8351730100692506,0.06246376037597656,0,1.0,0.36390532544378695,0.8180473372781065,0.0,0.25544267053701014,0.9985486211901307,0.9448476052249637,0.9114658925979681,0.658284023668639,0.8136094674556213,0.7766272189349113,0.8432510885341074,1.0
9,boston,001 knn,006 forward selection,21.519214740157484,0.7474786752291808,4.533831357955933,0,False,False,False,False,False,False,False,False,False,False,False,True,True
10,boston,001 knn,007 backward selection,14.05478009448819,0.8350715055508237,10.221199750900269,0,True,False,False,False,False,True,False,False,False,False,False,False,True
11,boston,001 knn,008 stepwise selection,14.05478009448819,0.8350715055508237,12.011121988296509,0,True,False,False,False,False,True,False,False,False,False,False,False,True
12,boston,001 knn,009 bayesian selection,13.840625889763778,0.837584538862459,33.332191467285156,6,False,True,False,True,True,True,True,False,True,True,True,False,True
13,boston,001 knn,013 bayesian weighting,13.665145574803148,0.8396437460472995,85.29074549674988,423,0.0675390114526785,0.8094094571094299,0.713876471072411,0.6471937181841523,0.11550808163292207,0.8287444148868833,0.7162391695784142,0.8832280391263143,0.5225577572270426,0.8960659025573838,0.9972912338665895,0.6228392440993382,0.8945689374630552
