,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8452380952380952,0.8452380952380952,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8571428571428571,0.8571428571428571,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8809523809523809,0.8809523809523809,0.12964677810668945,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8333333333333334,0.8333333333333334,0.12964677810668945,0,0.2128375679055519,0.16718024081881783,0.022389054177256087,0.0,0.1329530539091107,0.28661533269906153,0.1780247504902019
4,ecoli,001 knn,004 l1,0.8214285714285714,0.8214285714285714,0.01376032829284668,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.8333333333333334,0.8333333333333334,0.04280352592468262,0,True,False,True,True,True,False,True
6,ecoli,001 knn,012 relieff weighting,0.8571428571428571,0.8571428571428571,0.04280352592468262,0,0.02079002079002079,0.008316008316008316,1.0,0.9927404718693285,0.029106029106029108,0.0,0.058212058212058215
7,ecoli,001 knn,006 forward selection,0.8095238095238095,0.8095238095238095,2.5145468711853027,0,True,False,False,False,False,False,True
8,ecoli,001 knn,007 backward selection,0.8571428571428571,0.8571428571428571,1.5501415729522705,0,True,True,False,True,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.8095238095238095,0.8095238095238095,1.6752047538757324,0,True,False,False,False,False,False,True
10,ecoli,001 knn,009 bayesian selection,0.8571428571428571,0.8571428571428571,29.834590673446655,3,True,True,False,False,True,False,True
11,ecoli,001 knn,013 bayesian weighting,0.8928571428571429,0.8928571428571429,76.11162686347961,67,0.755679288749693,0.1999598234721583,0.27295680027035885,0.6903059850242156,0.9696144876526676,0.556551790228114,0.6674659218369723
