,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8670520231213873,0.8670520231213873,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8901734104046243,0.8901734104046243,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.8439306358381503,0.8439306358381503,0.15540838241577148,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8959537572254336,0.8959537572254335,0.15540838241577148,0,0.01056185027176751,0.07355601152869871,0.08791557751618793,0.02040901300052387,0.06540239359306771,0.028773085897249362,0.0975575500156376,0.27965421735472235,0.05881097353782261,0.09250949061380155,0.013299935114028019,0.01429560560156619,0.0731294879376069,0.08412480801731974
4,australian,001 knn,004 l1,0.884393063583815,0.884393063583815,0.0035109519958496094,0,False,False,False,True,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8959537572254336,0.8959537572254335,0.04308915138244629,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8554913294797688,0.8554913294797687,0.04308915138244629,0,0.8467507274490785,0.0,0.047477744807121636,0.9127061105722599,0.4708209693372898,0.39864209505334625,0.18001978239366967,1.0,0.8428709990300679,0.1716779825412221,0.8467507274490785,0.9864209505334627,0.2274975272007913,0.3976261127596439
7,australian,001 knn,006 forward selection,0.8786127167630058,0.8786127167630058,3.47442889213562,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.8670520231213873,0.8670520231213873,3.3213279247283936,0,True,True,True,True,False,True,True,True,True,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,5.165995121002197,0,True,True,False,False,False,False,True,True,False,True,False,True,True,False
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,33.95309329032898,10,True,True,True,True,True,False,False,True,False,True,False,False,False,False
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,88.31068658828735,43,0.05931699816676822,0.7828883057223222,0.44809243618134176,0.07419290107053148,0.9121640724377406,0.43871224713369417,0.0053043603948003115,0.19085947464427924,0.5206200138100202,0.4153262089609962,0.05921364250691853,0.4057339404585635,0.43993112421000835,0.7632171882853392
