,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9736842105263158,0.9736842105263158,0.13980865478515625,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,1.0,1.0,0.13980865478515625,0,0.11085645166720388,0.03960784046122145,0.4545230398930398,0.3950126679785349
4,iris,001 knn,004 l1,1.0,1.0,0.003809690475463867,0,False,False,True,True
5,iris,001 knn,005 relieff selection,1.0,1.0,0.03337836265563965,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,1.0,1.0,0.03337836265563965,0,0.03418803418803418,0.2136752136752137,0.0,0.5641025641025641
7,iris,001 knn,006 forward selection,0.2894736842105263,0.2894736842105263,0.9530558586120605,0,False,False,True,False
8,iris,001 knn,007 backward selection,1.0,1.0,0.8105618953704834,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,1.0,1.0,0.9223532676696777,0,False,True,True,True
10,iris,001 knn,009 bayesian selection,1.0,1.0,27.93416166305542,1,True,True,True,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.32171058654785,0,0.6567408790370474,0.7793721116075817,0.038377947918360245,0.5125009634279277
