,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.1948871829923746,0.027132077615952488,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.589815959712431,-0.14791725588714888,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.1798963299650027,0.0337766651612772,0.024082183837890625,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.355209053699011,-0.04392943592136134,0.024082183837890625,0,0.10765311790163362,0.07635006655057403,0.1247686331192544,0.02985759666099687,0.035995363169513656,0.06107006699569691,0.06140583793135389,0.020254163032961174,0.00874570911566488,0.02883905597570503,0.08802193528879196,0.03605112184894338
4,fire,001 knn,003 feature importance selection,2.2320824983955068,0.01064552217972703,0.2529482841491699,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.3797505300967092,-0.05480726843151129,0.2529482841491699,0,0.09726645297781385,0.06803655232922919,0.03783386319016628,0.04780503498962527,0.06006533783135508,0.12260731211415653,0.10655560339277882,0.07629347069329674,0.17456376329030032,0.10560909467350173,0.10167560544328526,0.0016879090744908625
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.389549903012492,-0.05915076983929057,0.031916141510009766,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.295877748213196,-0.017631262444570472,0.031916141510009766,0,0.2694300518134715,0.9536082474226804,0.75,0.29015544041450775,0.8290155440414507,0.8860103626943006,0.8860103626943006,0.8393782383419689,1.0,0.8937823834196891,0.694300518134715,0.0
9,fire,001 knn,006 forward selection,2.2572924710427316,-0.0005286164742821509,2.7750484943389893,0,False,False,False,False,False,False,False,False,False,False,False,True
10,fire,001 knn,007 backward selection,2.2932544195207663,-0.016468490911477396,3.841735363006592,0,True,True,True,False,False,True,True,True,True,True,True,True
11,fire,001 knn,008 stepwise selection,2.4080259648950864,-0.0673401510871472,2.771953821182251,0,True,True,False,False,True,False,False,False,False,False,True,True
12,fire,001 knn,009 bayesian selection,2.237440740300355,0.008270520079394106,32.786768674850464,89,False,True,False,True,False,True,False,False,False,False,True,False
13,fire,001 knn,013 bayesian weighting,2.1504934946475287,0.0468092599703247,83.63846111297607,382,0.2139152636760441,0.49944375528012885,0.14447951823334107,0.5568701920684923,0.3924836326559205,0.9062572922550637,0.956979161401453,0.012156769141869625,0.8983162859899134,0.2810192776228143,0.0004310979876070292,0.05788780531118677
