,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,681964.280337145,0.8004155051067094,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,386105.91361641965,0.8870017741891866,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,787464.2133888215,0.7695397665137949,0.021194934844970703,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,547788.1710559604,0.8396836482774824,0.021194934844970703,0,0.4086423164150489,0.5671923102509309,0.26178559233246285,0.0913536673224992,0.0638112719398023,0.08169738456748296,0.2678240011983158,0.6375171080067782,0.6399158472830521,0.09390589027804401,0.23693969415630403
4,bike,001 knn,003 feature importance selection,558069.9874055523,0.8366745594118539,0.26575469970703125,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,697432.993822944,0.7958884126229419,0.26575469970703125,0,0.06921899253331727,0.2764095839036144,0.031084230039909243,0.00357916300948639,0.015072704896093863,0.0043215428563440185,0.020620113169883353,0.33573389797197223,0.15136889800274542,0.058670815779923585,0.03392005783671017
6,bike,001 knn,004 l1,697432.993822944,0.7958884126229419,0.007864952087402344,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1812460.5607333197,0.4695630900944905,0.07520699501037598,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1149836.3549551372,0.6634874952685059,0.07520699501037598,0,0.46611409068746956,0.11116528522671865,0.3225963884821864,0.0,0.027818448023426062,0.060458313018039944,0.11506582155046319,0.9882869692532943,1.0,0.9970717423133236,1.0
9,bike,001 knn,006 forward selection,1000846.6634242393,0.7070909994194869,12.74789571762085,0,True,True,False,False,True,False,True,False,True,False,True
10,bike,001 knn,007 backward selection,1178148.9962853335,0.6552014832559874,5.272925138473511,0,True,True,False,False,True,False,True,True,True,False,True
11,bike,001 knn,008 stepwise selection,1186341.2101759089,0.6528039399849528,5.064884901046753,0,True,True,False,False,False,True,True,True,True,False,False
12,bike,001 knn,009 bayesian selection,725403.6437883695,0.7877024882187683,32.270013093948364,160,True,True,True,False,False,True,True,False,True,True,True
13,bike,001 knn,013 bayesian weighting,491615.8664617486,0.8561231031912873,83.04268050193787,411,0.26790880155389407,0.36529622397101114,0.2807627010577587,0.8644523395800396,0.040915828284221106,0.9006450135121793,0.9391202491607121,0.01790037638908682,0.11735633102274753,0.9215763178468198,0.24467952520475802
