,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,1.0,1.0,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.13765859603881836,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.13765859603881836,0,0.11437897337662933,0.031008919958807772,0.4322378045717762,0.4223743020927867
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.003681182861328125,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.030730485916137695,0,False,True,True,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.030730485916137695,0,0.0,0.34782608695652173,0.034782608695652195,0.4521739130434783
7,iris,001 knn,006 forward selection,0.9736842105263158,0.9736842105263158,0.9434726238250732,0,False,False,False,True
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,1.128178596496582,0,False,False,True,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,1.2727127075195312,0,False,False,True,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.86429452896118,0,True,False,False,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,70.9995346069336,16,0.8670296617662706,0.46970781072457335,0.9998604252297747,0.0058744274298433985
