,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.7555555555555555,0.7555555555555555,0.14203262329101562,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9777777777777777,0.9777777777777777,0.14203262329101562,0,0.09760553872453023,0.01771956032291633,0.011820924947719923,0.012817667027061276,0.02482537702449443,0.07185264927550013,0.16099695473410666,0.011086995265913249,0.029189151721493688,0.13519151760270906,0.12762812103677898,0.12052835152637664,0.1787371907903994
4,wine,001 knn,004 l1,0.9777777777777777,0.9777777777777777,0.003857135772705078,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.7333333333333333,0.7333333333333333,0.03485226631164551,0,False,False,True,True,True,True,True,True,True,False,True,True,False
6,wine,001 knn,012 relieff weighting,0.8,0.8000000000000002,0.03485226631164551,0,0.009828009828009798,0.004914004914004955,0.0491400491400491,0.07862407862407861,0.07862407862407861,0.07371007371007376,0.029484029484029506,0.10810810810810811,0.03439803439803435,0.009828009828009798,0.03439803439803435,0.009828009828009798,0.0
7,wine,001 knn,006 forward selection,0.9333333333333333,0.9333333333333333,7.655294418334961,0,False,False,False,True,False,False,False,False,False,True,False,True,True
8,wine,001 knn,007 backward selection,0.8,0.8000000000000002,2.948211431503296,0,True,False,True,True,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.8222222222222222,0.8222222222222222,4.565464973449707,0,True,False,True,True,False,False,False,False,True,False,True,True,False
10,wine,001 knn,009 bayesian selection,0.9777777777777777,0.9777777777777777,33.0768404006958,0,True,True,True,True,False,False,False,True,False,True,False,True,False
11,wine,001 knn,013 bayesian weighting,0.9777777777777777,0.9777777777777777,84.56020164489746,131,0.83861122259315,0.5125280719185548,0.5033798185064607,0.9777839732180816,0.12360699442246358,0.05939471290862264,0.14667113732665832,0.1731352131692444,0.5658207658943694,0.21805889685563323,0.35770118381094396,0.9616575748550582,0.2751654864650814
