,dataset,base,method,PM1,PM2,Time,TriesToOpt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
0,australian,001 knn,000 all,0.8497109826589595,0.8497109826589595,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,australian,000 rf,000 all,0.8497109826589595,0.8497109826589595,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,australian,001 knn,003 feature importance selection,0.838150289017341,0.8381502890173411,0.16235566139221191,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True
3,australian,001 knn,011 feature importance weighting,0.8265895953757225,0.8265895953757225,0.16235566139221191,0,0.010214472886297184,0.07333476947976855,0.07552124962257113,0.017073208888613325,0.07382136683781096,0.02573348090623526,0.09975054130489713,0.3009855241675059,0.06291101538103991,0.08424773372963791,0.010177315965481668,0.012574513347219667,0.06911920725133938,0.08453560023158202
4,australian,001 knn,004 l1,0.838150289017341,0.8381502890173411,0.0041408538818359375,0,False,False,False,False,True,False,False,True,True,True,False,False,False,True
5,australian,001 knn,005 relieff selection,0.8439306358381503,0.8439306358381503,0.05878591537475586,0,True,False,False,True,True,True,False,True,True,True,True,True,False,True
6,australian,001 knn,012 relieff weighting,0.8554913294797688,0.8554913294797687,0.05878591537475586,0,0.8334735071488646,0.0,0.01382886776145198,0.9226240538267452,0.5808124459809854,0.3473507148864592,0.1192739844425238,1.0,0.8990748528174937,0.10513036164844407,0.8250630782169891,0.9613120269133726,0.19014693171996544,0.3906655142610199
7,australian,001 knn,006 forward selection,0.815028901734104,0.815028901734104,3.4798777103424072,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8,australian,001 knn,007 backward selection,0.815028901734104,0.815028901734104,3.3384783267974854,0,True,True,True,True,True,True,True,True,False,True,True,True,True,True
9,australian,001 knn,008 stepwise selection,0.815028901734104,0.815028901734104,5.172684669494629,0,True,False,True,False,False,True,False,True,False,False,True,False,True,True
10,australian,001 knn,009 bayesian selection,0.8554913294797688,0.8554913294797687,34.20078086853027,36,False,True,True,True,True,True,True,True,True,False,True,True,False,True
11,australian,001 knn,013 bayesian weighting,0.8786127167630058,0.8786127167630058,88.10247564315796,332,0.3410770899632063,0.7440684678869971,0.4102559521597346,0.5351852976996606,0.5209982370414807,0.09261486244862743,0.8315912167002721,0.8417864453592201,0.7606450372765904,0.2316642157346997,0.4304010130647092,0.41653074793898787,0.6055376941113767,0.22241521733923972
