,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8670520231213873,0.8670520231213873,0.0,0
1,australian,000 rf,000 all,0.8554913294797688,0.8554913294797687,0.0,0
2,australian,001 knn,003 feature importance selection,0.838150289017341,0.8381502890173411,0.14039015769958496,0
3,australian,001 knn,011 feature importance weighting,0.838150289017341,0.8381502890173411,0.14039015769958496,0
4,australian,001 knn,004 l1,0.8497109826589595,0.8497109826589595,0.011455535888671875,0
5,australian,001 knn,005 relieff selection,0.8554913294797688,0.8554913294797687,0.056500911712646484,0
6,australian,001 knn,012 relieff weighting,0.8323699421965318,0.8323699421965318,0.056500911712646484,0
7,australian,001 knn,006 forward selection,0.8265895953757225,0.8265895953757225,5.180540323257446,0
8,australian,001 knn,007 backward selection,0.8265895953757225,0.8265895953757225,3.3996455669403076,0
9,australian,001 knn,008 stepwise selection,0.861271676300578,0.861271676300578,3.5236408710479736,0
10,australian,001 knn,009 bayesian selection,0.8554913294797688,0.8554913294797687,34.036776304244995,10
11,australian,001 knn,013 bayesian weighting,0.8728323699421965,0.8728323699421965,87.89565062522888,76
12,glass,001 knn,000 all,0.6851851851851852,0.6851851851851852,0.0,0
13,glass,000 rf,000 all,0.7777777777777778,0.7777777777777778,0.0,0
14,glass,001 knn,003 feature importance selection,0.6111111111111112,0.6111111111111112,0.15262794494628906,0
15,glass,001 knn,011 feature importance weighting,0.6851851851851852,0.6851851851851852,0.15262794494628906,0
16,glass,001 knn,004 l1,0.7222222222222222,0.7222222222222222,0.012616395950317383,0
17,glass,001 knn,005 relieff selection,0.7037037037037037,0.7037037037037037,0.014816999435424805,0
18,glass,001 knn,012 relieff weighting,0.6666666666666666,0.6666666666666666,0.014816999435424805,0
19,glass,001 knn,006 forward selection,0.6111111111111112,0.6111111111111112,2.1355173587799072,0
20,glass,001 knn,007 backward selection,0.6666666666666666,0.6666666666666666,2.020098924636841,0
21,glass,001 knn,008 stepwise selection,0.5185185185185185,0.5185185185185185,4.263598203659058,0
