,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8670520231213873,0.8670520231213873,0.0,0
1,australian,000 rf,000 all,0.8901734104046243,0.8901734104046243,0.0,0
2,australian,001 knn,003 feature importance selection,0.861271676300578,0.861271676300578,0.13958001136779785,0
3,australian,001 knn,011 feature importance weighting,0.861271676300578,0.861271676300578,0.13958001136779785,0
4,australian,001 knn,004 l1,0.861271676300578,0.861271676300578,0.01126408576965332,0
5,australian,001 knn,005 relieff selection,0.8670520231213873,0.8670520231213873,0.05788278579711914,0
6,australian,001 knn,012 relieff weighting,0.861271676300578,0.861271676300578,0.05788278579711914,0
7,australian,001 knn,006 forward selection,0.8728323699421965,0.8728323699421965,3.4801058769226074,0
8,australian,001 knn,007 backward selection,0.861271676300578,0.861271676300578,4.867783546447754,0
9,australian,001 knn,008 stepwise selection,0.861271676300578,0.861271676300578,5.209680795669556,0
10,australian,001 knn,009 bayesian selection,0.9017341040462428,0.9017341040462428,34.06161379814148,115
11,australian,001 knn,013 bayesian weighting,0.9248554913294798,0.9248554913294798,88.04143714904785,106
12,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0
13,glass,000 rf,000 all,0.8888888888888888,0.8888888888888888,0.0,0
14,glass,001 knn,003 feature importance selection,0.6666666666666666,0.6666666666666666,0.13828420639038086,0
15,glass,001 knn,011 feature importance weighting,0.6851851851851852,0.6851851851851852,0.13828420639038086,0
16,glass,001 knn,004 l1,0.7592592592592593,0.7592592592592593,0.0038933753967285156,0
17,glass,001 knn,005 relieff selection,0.6851851851851852,0.6851851851851852,0.022759675979614258,0
18,glass,001 knn,012 relieff weighting,0.5740740740740741,0.5740740740740741,0.022759675979614258,0
19,glass,001 knn,006 forward selection,0.7407407407407407,0.7407407407407407,4.2871222496032715,0
20,glass,001 knn,007 backward selection,0.5740740740740741,0.5740740740740741,2.0208730697631836,0
21,glass,001 knn,008 stepwise selection,0.6296296296296297,0.6296296296296297,3.1706652641296387,0
22,glass,001 knn,009 bayesian selection,0.7407407407407407,0.7407407407407407,30.34671401977539,168
23,glass,001 knn,013 bayesian weighting,0.7592592592592593,0.7592592592592593,78.2007188796997,128
24,breast_cancer,001 knn,000 all,0.958041958041958,0.958041958041958,0.0,0
25,breast_cancer,000 rf,000 all,0.9370629370629371,0.9370629370629371,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.9440559440559441,0.9440559440559441,0.17133736610412598,0
27,breast_cancer,001 knn,011 feature importance weighting,0.9440559440559441,0.9440559440559441,0.17133736610412598,0
28,breast_cancer,001 knn,004 l1,0.9440559440559441,0.9440559440559441,0.01572561264038086,0
29,breast_cancer,001 knn,005 relieff selection,0.9370629370629371,0.9370629370629371,0.03953742980957031,0
30,breast_cancer,001 knn,012 relieff weighting,0.9090909090909091,0.9090909090909091,0.03953742980957031,0
31,breast_cancer,001 knn,006 forward selection,0.9230769230769231,0.9230769230769231,11.06215763092041,0
32,breast_cancer,001 knn,007 backward selection,0.9090909090909091,0.9090909090909091,7.28908896446228,0
33,breast_cancer,001 knn,008 stepwise selection,0.9020979020979021,0.9020979020979021,7.393497943878174,0
34,breast_cancer,001 knn,009 bayesian selection,0.9790209790209791,0.9790209790209791,42.565019369125366,159
35,breast_cancer,001 knn,013 bayesian weighting,0.9790209790209791,0.9790209790209791,111.23245930671692,126
36,ecoli,001 knn,000 all,0.9047619047619048,0.9047619047619048,0.0,0
37,ecoli,000 rf,000 all,0.8928571428571429,0.8928571428571429,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.7976190476190477,0.7976190476190477,0.1528317928314209,0
39,ecoli,001 knn,011 feature importance weighting,0.8571428571428571,0.8571428571428571,0.1528317928314209,0
40,ecoli,001 knn,004 l1,0.8690476190476191,0.8690476190476191,0.0041561126708984375,0
41,ecoli,001 knn,005 relieff selection,0.8809523809523809,0.8809523809523809,0.041881561279296875,0
42,ecoli,001 knn,012 relieff weighting,0.9047619047619048,0.9047619047619048,0.041881561279296875,0
43,ecoli,001 knn,006 forward selection,0.7976190476190477,0.7976190476190477,3.3783726692199707,0
44,ecoli,001 knn,007 backward selection,0.8452380952380952,0.8452380952380952,1.5482916831970215,0
45,ecoli,001 knn,008 stepwise selection,0.7976190476190477,0.7976190476190477,2.524854898452759,0
46,ecoli,001 knn,009 bayesian selection,0.9047619047619048,0.9047619047619048,29.713814735412598,19
47,ecoli,001 knn,013 bayesian weighting,0.9404761904761905,0.9404761904761905,76.05207681655884,265
48,ionosphere,001 knn,000 all,0.7386363636363636,0.7386363636363636,0.0,0
49,ionosphere,000 rf,000 all,0.8863636363636364,0.8863636363636365,0.0,0
50,ionosphere,001 knn,003 feature importance selection,0.6136363636363636,0.6136363636363636,0.16786479949951172,0
51,ionosphere,001 knn,011 feature importance weighting,0.7727272727272727,0.7727272727272727,0.16786479949951172,0
52,ionosphere,001 knn,004 l1,0.8409090909090909,0.8409090909090909,0.0037741661071777344,0
53,ionosphere,001 knn,005 relieff selection,0.7613636363636364,0.7613636363636364,0.0433049201965332,0
54,ionosphere,001 knn,012 relieff weighting,0.7272727272727273,0.7272727272727273,0.0433049201965332,0
55,ionosphere,001 knn,006 forward selection,0.7613636363636364,0.7613636363636364,16.223084688186646,0
56,ionosphere,001 knn,007 backward selection,0.7954545454545454,0.7954545454545455,22.831023931503296,0
57,ionosphere,001 knn,008 stepwise selection,0.7613636363636364,0.7613636363636364,20.478832483291626,0
58,ionosphere,001 knn,009 bayesian selection,0.8863636363636364,0.8863636363636365,44.34696912765503,36
59,ionosphere,001 knn,013 bayesian weighting,0.9431818181818182,0.9431818181818182,117.2263400554657,159
60,iris,001 knn,000 all,0.9210526315789473,0.9210526315789473,0.0,0
61,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0
62,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.1385056972503662,0
63,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.1385056972503662,0
64,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.0030252933502197266,0
65,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.033765554428100586,0
