,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8670520231213873,0.8670520231213873,0.0,0
1,australian,000 rf,000 all,0.884393063583815,0.884393063583815,0.0,0
2,australian,001 knn,003 feature importance selection,0.884393063583815,0.884393063583815,0.14361166954040527,0
3,australian,001 knn,011 feature importance weighting,0.861271676300578,0.861271676300578,0.14361166954040527,0
4,australian,001 knn,004 l1,0.861271676300578,0.861271676300578,0.004097700119018555,0
5,australian,001 knn,005 relieff selection,0.8670520231213873,0.8670520231213873,0.05717015266418457,0
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.05717015266418457,0
7,australian,001 knn,006 forward selection,0.8901734104046243,0.8901734104046243,5.177249431610107,0
8,australian,001 knn,007 backward selection,0.8786127167630058,0.8786127167630058,3.3284618854522705,0
9,australian,001 knn,008 stepwise selection,0.8901734104046243,0.8901734104046243,3.4482409954071045,0
10,australian,001 knn,009 bayesian selection,0.9132947976878613,0.9132947976878613,34.40571427345276,150
11,australian,001 knn,013 bayesian weighting,0.9248554913294798,0.9248554913294798,88.11994934082031,243
12,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0
13,glass,000 rf,000 all,0.8518518518518519,0.8518518518518519,0.0,0
14,glass,001 knn,003 feature importance selection,0.6666666666666666,0.6666666666666666,0.15210795402526855,0
15,glass,001 knn,011 feature importance weighting,0.6296296296296297,0.6296296296296297,0.15210795402526855,0
16,glass,001 knn,004 l1,0.48148148148148145,0.48148148148148145,0.004132509231567383,0
17,glass,001 knn,005 relieff selection,0.6851851851851852,0.6851851851851852,0.03541445732116699,0
18,glass,001 knn,012 relieff weighting,0.6851851851851852,0.6851851851851852,0.03541445732116699,0
19,glass,001 knn,006 forward selection,0.7962962962962963,0.7962962962962963,8.485681772232056,0
20,glass,001 knn,007 backward selection,0.7037037037037037,0.7037037037037037,3.5668785572052,0
21,glass,001 knn,008 stepwise selection,0.7407407407407407,0.7407407407407407,4.245749473571777,0
22,glass,001 knn,009 bayesian selection,0.7962962962962963,0.7962962962962963,30.38245964050293,8
23,glass,001 knn,013 bayesian weighting,0.8333333333333334,0.8333333333333334,78.17151021957397,85
24,breast_cancer,001 knn,000 all,0.972027972027972,0.972027972027972,0.0,0
25,breast_cancer,000 rf,000 all,1.0,1.0,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.986013986013986,0.986013986013986,0.16875576972961426,0
27,breast_cancer,001 knn,011 feature importance weighting,0.972027972027972,0.972027972027972,0.16875576972961426,0
28,breast_cancer,001 knn,004 l1,0.951048951048951,0.951048951048951,0.014214277267456055,0
29,breast_cancer,001 knn,005 relieff selection,0.965034965034965,0.965034965034965,0.056160688400268555,0
30,breast_cancer,001 knn,012 relieff weighting,0.958041958041958,0.958041958041958,0.056160688400268555,0
31,breast_cancer,001 knn,006 forward selection,0.951048951048951,0.951048951048951,11.153470516204834,0
32,breast_cancer,001 knn,007 backward selection,0.972027972027972,0.972027972027972,7.329696178436279,0
33,breast_cancer,001 knn,008 stepwise selection,0.965034965034965,0.965034965034965,7.466624975204468,0
34,breast_cancer,001 knn,009 bayesian selection,0.993006993006993,0.993006993006993,42.895559787750244,123
35,breast_cancer,001 knn,013 bayesian weighting,1.0,1.0,110.94274592399597,16
36,ecoli,001 knn,000 all,0.8928571428571429,0.8928571428571429,0.0,0
37,ecoli,000 rf,000 all,0.9047619047619048,0.9047619047619048,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.8214285714285714,0.8214285714285714,0.15259575843811035,0
39,ecoli,001 knn,011 feature importance weighting,0.8809523809523809,0.8809523809523809,0.15259575843811035,0
40,ecoli,001 knn,004 l1,0.8809523809523809,0.8809523809523809,0.013337373733520508,0
41,ecoli,001 knn,005 relieff selection,0.8095238095238095,0.8095238095238095,0.04087328910827637,0
42,ecoli,001 knn,012 relieff weighting,0.8095238095238095,0.8095238095238095,0.04087328910827637,0
43,ecoli,001 knn,006 forward selection,0.7619047619047619,0.7619047619047619,3.3493306636810303,0
44,ecoli,001 knn,007 backward selection,0.7619047619047619,0.7619047619047619,2.161097526550293,0
45,ecoli,001 knn,008 stepwise selection,0.7261904761904762,0.7261904761904762,2.524287700653076,0
46,ecoli,001 knn,009 bayesian selection,0.8214285714285714,0.8214285714285714,29.880563974380493,7
47,ecoli,001 knn,013 bayesian weighting,0.8809523809523809,0.8809523809523809,75.8126289844513,81
48,ionosphere,001 knn,000 all,0.8068181818181818,0.8068181818181818,0.0,0
