,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8901734104046243,0.8901734104046243,0.0,0
1,australian,000 rf,000 all,0.9017341040462428,0.9017341040462428,0.0,0
2,australian,001 knn,003 feature importance selection,0.8786127167630058,0.8786127167630058,0.1413440704345703,0
3,australian,001 knn,011 feature importance weighting,0.8670520231213873,0.8670520231213873,0.1413440704345703,0
4,australian,001 knn,004 l1,0.8786127167630058,0.8786127167630058,0.004013776779174805,0
5,australian,001 knn,005 relieff selection,0.8728323699421965,0.8728323699421965,0.05638575553894043,0
6,australian,001 knn,012 relieff weighting,0.861271676300578,0.861271676300578,0.05638575553894043,0
7,australian,001 knn,006 forward selection,0.8728323699421965,0.8728323699421965,5.167566537857056,0
8,australian,001 knn,007 backward selection,0.8786127167630058,0.8786127167630058,4.8884501457214355,0
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,3.4853503704071045,0
10,australian,001 knn,009 bayesian selection,0.9017341040462428,0.9017341040462428,34.10796880722046,79
11,australian,001 knn,013 bayesian weighting,0.9132947976878613,0.9132947976878613,87.99277377128601,41
12,glass,001 knn,000 all,0.6111111111111112,0.6111111111111112,0.0,0
13,glass,000 rf,000 all,0.7962962962962963,0.7962962962962963,0.0,0
14,glass,001 knn,003 feature importance selection,0.5370370370370371,0.5370370370370371,0.1536998748779297,0
15,glass,001 knn,011 feature importance weighting,0.5925925925925926,0.5925925925925926,0.1536998748779297,0
16,glass,001 knn,004 l1,0.6296296296296297,0.6296296296296297,0.012702465057373047,0
17,glass,001 knn,005 relieff selection,0.5555555555555556,0.5555555555555556,0.017529964447021484,0
18,glass,001 knn,012 relieff weighting,0.5925925925925926,0.5925925925925926,0.017529964447021484,0
19,glass,001 knn,006 forward selection,0.42592592592592593,0.42592592592592593,6.390978574752808,0
20,glass,001 knn,007 backward selection,0.5925925925925926,0.5925925925925926,2.053806781768799,0
21,glass,001 knn,008 stepwise selection,0.5,0.5,3.2227020263671875,0
22,glass,001 knn,009 bayesian selection,0.7592592592592593,0.7592592592592593,30.45514726638794,2
23,glass,001 knn,013 bayesian weighting,0.8148148148148148,0.8148148148148148,78.45507335662842,53
24,breast_cancer,001 knn,000 all,0.9370629370629371,0.9370629370629371,0.0,0
25,breast_cancer,000 rf,000 all,0.9300699300699301,0.9300699300699301,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.9370629370629371,0.9370629370629371,0.1613008975982666,0
27,breast_cancer,001 knn,011 feature importance weighting,0.951048951048951,0.951048951048951,0.1613008975982666,0
28,breast_cancer,001 knn,004 l1,0.9300699300699301,0.9300699300699301,0.008707284927368164,0
29,breast_cancer,001 knn,005 relieff selection,0.9440559440559441,0.9440559440559441,0.054312944412231445,0
30,breast_cancer,001 knn,012 relieff weighting,0.9230769230769231,0.9230769230769231,0.054312944412231445,0
31,breast_cancer,001 knn,006 forward selection,0.9090909090909091,0.9090909090909091,10.933939218521118,0
32,breast_cancer,001 knn,007 backward selection,0.9300699300699301,0.9300699300699301,7.295713663101196,0
33,breast_cancer,001 knn,008 stepwise selection,0.9090909090909091,0.9090909090909091,7.3449506759643555,0
34,breast_cancer,001 knn,009 bayesian selection,0.951048951048951,0.951048951048951,42.57723593711853,68
35,breast_cancer,001 knn,013 bayesian weighting,0.9440559440559441,0.9440559440559441,110.79610300064087,53
36,ecoli,001 knn,000 all,0.8571428571428571,0.8571428571428571,0.0,0
37,ecoli,000 rf,000 all,0.9166666666666666,0.9166666666666666,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.8333333333333334,0.8333333333333334,0.15381145477294922,0
39,ecoli,001 knn,011 feature importance weighting,0.8690476190476191,0.8690476190476191,0.15381145477294922,0
40,ecoli,001 knn,004 l1,0.8690476190476191,0.8690476190476191,0.0037763118743896484,0
41,ecoli,001 knn,005 relieff selection,0.6666666666666666,0.6666666666666666,0.04229283332824707,0
42,ecoli,001 knn,012 relieff weighting,0.8095238095238095,0.8095238095238095,0.04229283332824707,0
43,ecoli,001 knn,006 forward selection,0.8095238095238095,0.8095238095238095,2.5241589546203613,0
44,ecoli,001 knn,007 backward selection,0.8095238095238095,0.8095238095238095,1.5624663829803467,0
45,ecoli,001 knn,008 stepwise selection,0.6309523809523809,0.6309523809523809,2.508188009262085,0
46,ecoli,001 knn,009 bayesian selection,0.8214285714285714,0.8214285714285714,29.73728322982788,4
47,ecoli,001 knn,013 bayesian weighting,0.8928571428571429,0.8928571428571429,76.05161929130554,53
48,ionosphere,001 knn,000 all,0.8409090909090909,0.8409090909090909,0.0,0
49,ionosphere,000 rf,000 all,0.9204545454545454,0.9204545454545455,0.0,0
50,ionosphere,001 knn,003 feature importance selection,0.6477272727272727,0.6477272727272727,0.16782283782958984,0
51,ionosphere,001 knn,011 feature importance weighting,0.8863636363636364,0.8863636363636365,0.16782283782958984,0
52,ionosphere,001 knn,004 l1,0.8977272727272727,0.8977272727272727,0.011907577514648438,0
53,ionosphere,001 knn,005 relieff selection,0.875,0.875,0.0460817813873291,0
54,ionosphere,001 knn,012 relieff weighting,0.9204545454545454,0.9204545454545455,0.0460817813873291,0
55,ionosphere,001 knn,006 forward selection,0.8295454545454546,0.8295454545454547,16.337135553359985,0
56,ionosphere,001 knn,007 backward selection,0.9090909090909091,0.9090909090909091,15.714566469192505,0
57,ionosphere,001 knn,008 stepwise selection,0.8863636363636364,0.8863636363636365,12.24708604812622,0
58,ionosphere,001 knn,009 bayesian selection,0.9431818181818182,0.9431818181818182,44.447638511657715,9
59,ionosphere,001 knn,013 bayesian weighting,0.9431818181818182,0.9431818181818182,117.24250912666321,24
60,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0
61,iris,000 rf,000 all,0.9210526315789473,0.9210526315789473,0.0,0
62,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.1376631259918213,0
63,iris,001 knn,011 feature importance weighting,0.9736842105263158,0.9736842105263158,0.1376631259918213,0
64,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.0036962032318115234,0
65,iris,001 knn,005 relieff selection,0.9210526315789473,0.9210526315789473,0.034383535385131836,0
66,iris,001 knn,012 relieff weighting,0.9210526315789473,0.9210526315789473,0.034383535385131836,0
67,iris,001 knn,006 forward selection,0.3157894736842105,0.3157894736842105,0.9529390335083008,0
68,iris,001 knn,007 backward selection,0.9210526315789473,0.9210526315789473,0.8344638347625732,0
69,iris,001 knn,008 stepwise selection,0.3157894736842105,0.3157894736842105,0.8096787929534912,0
70,iris,001 knn,009 bayesian selection,0.9210526315789473,0.9210526315789473,28.232794761657715,1
71,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.55109071731567,45
72,sonar,001 knn,000 all,0.75,0.75,0.0,0
73,sonar,000 rf,000 all,0.8269230769230769,0.8269230769230769,0.0,0
74,sonar,001 knn,003 feature importance selection,0.7115384615384616,0.7115384615384616,0.16420531272888184,0
75,sonar,001 knn,011 feature importance weighting,0.75,0.75,0.16420531272888184,0
76,sonar,001 knn,004 l1,0.7115384615384616,0.7115384615384616,0.004444122314453125,0
77,sonar,001 knn,005 relieff selection,0.8076923076923077,0.8076923076923077,0.014598846435546875,0
78,sonar,001 knn,012 relieff weighting,0.7884615384615384,0.7884615384615384,0.014598846435546875,0
79,sonar,001 knn,006 forward selection,0.8269230769230769,0.8269230769230769,35.34074568748474,0
80,sonar,001 knn,007 backward selection,0.7884615384615384,0.7884615384615384,27.997769117355347,0
81,sonar,001 knn,008 stepwise selection,0.7692307692307693,0.7692307692307693,35.66859817504883,0
82,sonar,001 knn,009 bayesian selection,0.8461538461538461,0.8461538461538461,57.81249761581421,76
83,sonar,001 knn,013 bayesian weighting,0.9230769230769231,0.9230769230769231,156.00313687324524,264
84,wine,001 knn,000 all,1.0,1.0,0.0,0
85,wine,000 rf,000 all,1.0,1.0,0.0,0
86,wine,001 knn,003 feature importance selection,0.9777777777777777,0.9777777777777777,0.14226031303405762,0
87,wine,001 knn,011 feature importance weighting,1.0,1.0,0.14226031303405762,0
88,wine,001 knn,004 l1,1.0,1.0,0.0038857460021972656,0
89,wine,001 knn,005 relieff selection,0.9777777777777777,0.9777777777777777,0.0346527099609375,0
90,wine,001 knn,012 relieff weighting,1.0,1.0,0.0346527099609375,0
91,wine,001 knn,006 forward selection,1.0,1.0,6.107072114944458,0
92,wine,001 knn,007 backward selection,1.0,1.0,2.9675447940826416,0
93,wine,001 knn,008 stepwise selection,0.9777777777777777,0.9777777777777777,3.0846989154815674,0
94,wine,001 knn,009 bayesian selection,1.0,1.0,32.85137057304382,0
