,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.884393063583815,0.884393063583815,0.0,0
1,australian,000 rf,000 all,0.8670520231213873,0.8670520231213873,0.0,0
2,australian,001 knn,003 feature importance selection,0.8439306358381503,0.8439306358381503,0.14258289337158203,0
3,australian,001 knn,011 feature importance weighting,0.8728323699421965,0.8728323699421965,0.14258289337158203,0
4,australian,001 knn,004 l1,0.8786127167630058,0.8786127167630058,0.01296377182006836,0
5,australian,001 knn,005 relieff selection,0.8786127167630058,0.8786127167630058,0.05701303482055664,0
6,australian,001 knn,012 relieff weighting,0.884393063583815,0.884393063583815,0.05701303482055664,0
7,australian,001 knn,006 forward selection,0.8554913294797688,0.8554913294797687,5.240800142288208,0
8,australian,001 knn,007 backward selection,0.9017341040462428,0.9017341040462428,3.3874399662017822,0
9,australian,001 knn,008 stepwise selection,0.8786127167630058,0.8786127167630058,3.4174628257751465,0
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,34.11003375053406,19
11,australian,001 knn,013 bayesian weighting,0.9248554913294798,0.9248554913294798,88.5088837146759,76
12,glass,001 knn,000 all,0.6111111111111112,0.6111111111111112,0.0,0
13,glass,000 rf,000 all,0.7037037037037037,0.7037037037037037,0.0,0
14,glass,001 knn,003 feature importance selection,0.7037037037037037,0.7037037037037037,0.15148138999938965,0
15,glass,001 knn,011 feature importance weighting,0.6851851851851852,0.6851851851851852,0.15148138999938965,0
16,glass,001 knn,004 l1,0.5185185185185185,0.5185185185185185,0.0038633346557617188,0
17,glass,001 knn,005 relieff selection,0.6481481481481481,0.6481481481481481,0.025222301483154297,0
18,glass,001 knn,012 relieff weighting,0.6666666666666666,0.6666666666666666,0.025222301483154297,0
19,glass,001 knn,006 forward selection,0.6666666666666666,0.6666666666666666,4.23174524307251,0
20,glass,001 knn,007 backward selection,0.7407407407407407,0.7407407407407407,2.0384697914123535,0
21,glass,001 knn,008 stepwise selection,0.6851851851851852,0.6851851851851852,3.1914596557617188,0
22,glass,001 knn,009 bayesian selection,0.8148148148148148,0.8148148148148148,30.485918045043945,138
23,glass,001 knn,013 bayesian weighting,0.8518518518518519,0.8518518518518519,77.5706377029419,225
24,breast_cancer,001 knn,000 all,0.958041958041958,0.958041958041958,0.0,0
25,breast_cancer,000 rf,000 all,0.958041958041958,0.958041958041958,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.958041958041958,0.958041958041958,0.16525769233703613,0
27,breast_cancer,001 knn,011 feature importance weighting,0.951048951048951,0.951048951048951,0.16525769233703613,0
28,breast_cancer,001 knn,004 l1,0.951048951048951,0.951048951048951,0.004778861999511719,0
29,breast_cancer,001 knn,005 relieff selection,0.9370629370629371,0.9370629370629371,0.05652427673339844,0
30,breast_cancer,001 knn,012 relieff weighting,0.9230769230769231,0.9230769230769231,0.05652427673339844,0
31,breast_cancer,001 knn,006 forward selection,0.9230769230769231,0.9230769230769231,14.900753021240234,0
32,breast_cancer,001 knn,007 backward selection,0.9230769230769231,0.9230769230769231,7.261173248291016,0
33,breast_cancer,001 knn,008 stepwise selection,0.9440559440559441,0.9440559440559441,7.3438191413879395,0
34,breast_cancer,001 knn,009 bayesian selection,0.9440559440559441,0.9440559440559441,42.607282638549805,11
35,breast_cancer,001 knn,013 bayesian weighting,0.972027972027972,0.972027972027972,110.99020719528198,45
36,ecoli,001 knn,000 all,0.8214285714285714,0.8214285714285714,0.0,0
37,ecoli,000 rf,000 all,0.8571428571428571,0.8571428571428571,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.8214285714285714,0.8214285714285714,0.1511983871459961,0
39,ecoli,001 knn,011 feature importance weighting,0.8333333333333334,0.8333333333333334,0.1511983871459961,0
40,ecoli,001 knn,004 l1,0.8333333333333334,0.8333333333333334,0.013142585754394531,0
41,ecoli,001 knn,005 relieff selection,0.7023809523809523,0.7023809523809523,0.04515719413757324,0
42,ecoli,001 knn,012 relieff weighting,0.8333333333333334,0.8333333333333334,0.04515719413757324,0
43,ecoli,001 knn,006 forward selection,0.7976190476190477,0.7976190476190477,4.217077732086182,0
44,ecoli,001 knn,007 backward selection,0.8333333333333334,0.8333333333333334,1.5471863746643066,0
45,ecoli,001 knn,008 stepwise selection,0.7261904761904762,0.7261904761904762,1.6847219467163086,0
46,ecoli,001 knn,009 bayesian selection,0.8333333333333334,0.8333333333333334,29.965856790542603,0
47,ecoli,001 knn,013 bayesian weighting,0.8571428571428571,0.8571428571428571,76.10966849327087,72
48,ionosphere,001 knn,000 all,0.7954545454545454,0.7954545454545455,0.0,0
49,ionosphere,000 rf,000 all,0.9318181818181818,0.9318181818181818,0.0,0
50,ionosphere,001 knn,003 feature importance selection,0.7159090909090909,0.715909090909091,0.17001938819885254,0
51,ionosphere,001 knn,011 feature importance weighting,0.8636363636363636,0.8636363636363636,0.17001938819885254,0
52,ionosphere,001 knn,004 l1,0.8636363636363636,0.8636363636363636,0.0037758350372314453,0
53,ionosphere,001 knn,005 relieff selection,0.875,0.875,0.0266726016998291,0
54,ionosphere,001 knn,012 relieff weighting,0.8977272727272727,0.8977272727272727,0.0266726016998291,0
55,ionosphere,001 knn,006 forward selection,0.8636363636363636,0.8636363636363636,12.200085401535034,0
56,ionosphere,001 knn,007 backward selection,0.8863636363636364,0.8863636363636365,12.078274488449097,0
57,ionosphere,001 knn,008 stepwise selection,0.875,0.875,16.387459754943848,0
58,ionosphere,001 knn,009 bayesian selection,0.9204545454545454,0.9204545454545455,44.24907159805298,159
59,ionosphere,001 knn,013 bayesian weighting,0.9318181818181818,0.9318181818181818,116.87130570411682,126
60,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0
61,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0
62,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.13719773292541504,0
63,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.13719773292541504,0
64,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.0037920475006103516,0
65,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.03146219253540039,0
66,iris,001 knn,012 relieff weighting,0.9473684210526315,0.9473684210526315,0.03146219253540039,0
67,iris,001 knn,006 forward selection,0.23684210526315788,0.23684210526315788,0.9539659023284912,0
68,iris,001 knn,007 backward selection,0.9473684210526315,0.9473684210526315,0.8220326900482178,0
69,iris,001 knn,008 stepwise selection,0.23684210526315788,0.23684210526315788,0.820192813873291,0
70,iris,001 knn,009 bayesian selection,0.9473684210526315,0.9473684210526315,27.912278413772583,0
71,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,70.52361965179443,43
72,sonar,001 knn,000 all,0.7884615384615384,0.7884615384615384,0.0,0
73,sonar,000 rf,000 all,0.8076923076923077,0.8076923076923077,0.0,0
74,sonar,001 knn,003 feature importance selection,0.8269230769230769,0.8269230769230769,0.1619703769683838,0
75,sonar,001 knn,011 feature importance weighting,0.7692307692307693,0.7692307692307693,0.1619703769683838,0
76,sonar,001 knn,004 l1,0.75,0.75,0.013554096221923828,0
77,sonar,001 knn,005 relieff selection,0.7884615384615384,0.7884615384615384,0.01512289047241211,0
78,sonar,001 knn,012 relieff weighting,0.7692307692307693,0.7692307692307693,0.01512289047241211,0
79,sonar,001 knn,006 forward selection,0.7115384615384616,0.7115384615384616,28.30441951751709,0
80,sonar,001 knn,007 backward selection,0.7692307692307693,0.7692307692307693,21.2513587474823,0
81,sonar,001 knn,008 stepwise selection,0.7692307692307693,0.7692307692307693,42.826950788497925,0
82,sonar,001 knn,009 bayesian selection,0.9230769230769231,0.9230769230769231,58.293599128723145,181
83,sonar,001 knn,013 bayesian weighting,0.9423076923076923,0.9423076923076923,155.7596378326416,167
84,wine,001 knn,000 all,0.9333333333333333,0.9333333333333333,0.0,0
85,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0
86,wine,001 knn,003 feature importance selection,0.9333333333333333,0.9333333333333333,0.14372038841247559,0
87,wine,001 knn,011 feature importance weighting,0.9333333333333333,0.9333333333333333,0.14372038841247559,0
88,wine,001 knn,004 l1,0.8666666666666667,0.8666666666666667,0.003994941711425781,0
89,wine,001 knn,005 relieff selection,0.8444444444444444,0.8444444444444444,0.03487277030944824,0
90,wine,001 knn,012 relieff weighting,0.8444444444444444,0.8444444444444444,0.03487277030944824,0
91,wine,001 knn,006 forward selection,0.5777777777777777,0.5777777777777777,4.5842125415802,0
92,wine,001 knn,007 backward selection,0.8666666666666667,0.8666666666666667,4.285600900650024,0
93,wine,001 knn,008 stepwise selection,0.8444444444444444,0.8444444444444444,3.073578357696533,0
94,wine,001 knn,009 bayesian selection,0.9555555555555556,0.9555555555555556,32.80851626396179,50
95,wine,001 knn,013 bayesian weighting,0.9777777777777777,0.9777777777777777,85.02559661865234,57
96,car,001 knn,000 all,0.7638888888888888,0.763888888888889,0.0,0
97,car,000 rf,000 all,0.9745370370370371,0.9745370370370371,0.0,0
98,car,001 knn,003 feature importance selection,0.7222222222222222,0.7222222222222222,0.17319798469543457,0
99,car,001 knn,011 feature importance weighting,0.8587962962962963,0.8587962962962963,0.17319798469543457,0
100,car,001 knn,004 l1,0.8518518518518519,0.8518518518518519,0.03137683868408203,0
101,car,001 knn,005 relieff selection,0.8263888888888888,0.8263888888888888,0.11855816841125488,0
102,car,001 knn,012 relieff weighting,0.8495370370370371,0.8495370370370371,0.11855816841125488,0
103,car,001 knn,006 forward selection,0.7013888888888888,0.7013888888888888,5.587501764297485,0
104,car,001 knn,007 backward selection,0.8449074074074074,0.8449074074074074,8.776851892471313,0
105,car,001 knn,008 stepwise selection,0.8125,0.8125,15.165132761001587,0
106,car,001 knn,009 bayesian selection,0.8564814814814815,0.8564814814814815,41.47211503982544,192
107,car,001 knn,013 bayesian weighting,0.8981481481481481,0.8981481481481481,108.09527945518494,343
