,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.861271676300578,0.861271676300578,0.0,0
1,australian,000 rf,000 all,0.8670520231213873,0.8670520231213873,0.0,0
2,australian,001 knn,003 feature importance selection,0.8497109826589595,0.8497109826589595,0.15778803825378418,0
3,australian,001 knn,011 feature importance weighting,0.8786127167630058,0.8786127167630058,0.15778803825378418,0
4,australian,001 knn,004 l1,0.8786127167630058,0.8786127167630058,0.0040874481201171875,0
5,australian,001 knn,005 relieff selection,0.8786127167630058,0.8786127167630058,0.059050559997558594,0
6,australian,001 knn,012 relieff weighting,0.8728323699421965,0.8728323699421965,0.059050559997558594,0
7,australian,001 knn,006 forward selection,0.8901734104046243,0.8901734104046243,3.4353840351104736,0
8,australian,001 knn,007 backward selection,0.8786127167630058,0.8786127167630058,4.842690467834473,0
9,australian,001 knn,008 stepwise selection,0.8901734104046243,0.8901734104046243,3.480147361755371,0
10,australian,001 knn,009 bayesian selection,0.8901734104046243,0.8901734104046243,34.19193387031555,10
11,australian,001 knn,013 bayesian weighting,0.9017341040462428,0.9017341040462428,87.85666537284851,354
12,glass,001 knn,000 all,0.6296296296296297,0.6296296296296297,0.0,0
13,glass,000 rf,000 all,0.7777777777777778,0.7777777777777778,0.0,0
14,glass,001 knn,003 feature importance selection,0.6296296296296297,0.6296296296296297,0.15326595306396484,0
15,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.15326595306396484,0
16,glass,001 knn,004 l1,0.6481481481481481,0.6481481481481481,0.003828763961791992,0
17,glass,001 knn,005 relieff selection,0.6666666666666666,0.6666666666666666,0.026087284088134766,0
18,glass,001 knn,012 relieff weighting,0.6481481481481481,0.6481481481481481,0.026087284088134766,0
19,glass,001 knn,006 forward selection,0.6296296296296297,0.6296296296296297,5.353073358535767,0
20,glass,001 knn,007 backward selection,0.6296296296296297,0.6296296296296297,2.8762431144714355,0
21,glass,001 knn,008 stepwise selection,0.5925925925925926,0.5925925925925926,3.2096633911132812,0
22,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.508660316467285,2
23,glass,001 knn,013 bayesian weighting,0.7407407407407407,0.7407407407407407,77.60793828964233,8
24,breast_cancer,001 knn,000 all,0.965034965034965,0.965034965034965,0.0,0
25,breast_cancer,000 rf,000 all,0.965034965034965,0.965034965034965,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.965034965034965,0.965034965034965,0.16344690322875977,0
27,breast_cancer,001 knn,011 feature importance weighting,0.951048951048951,0.951048951048951,0.16344690322875977,0
28,breast_cancer,001 knn,004 l1,0.9440559440559441,0.9440559440559441,0.004985332489013672,0
29,breast_cancer,001 knn,005 relieff selection,0.958041958041958,0.958041958041958,0.05471944808959961,0
30,breast_cancer,001 knn,012 relieff weighting,0.9440559440559441,0.9440559440559441,0.05471944808959961,0
31,breast_cancer,001 knn,006 forward selection,0.9300699300699301,0.9300699300699301,11.028143644332886,0
32,breast_cancer,001 knn,007 backward selection,0.9370629370629371,0.9370629370629371,7.2685418128967285,0
33,breast_cancer,001 knn,008 stepwise selection,0.9440559440559441,0.9440559440559441,11.102287530899048,0
34,breast_cancer,001 knn,009 bayesian selection,0.972027972027972,0.972027972027972,42.00939893722534,136
35,breast_cancer,001 knn,013 bayesian weighting,0.972027972027972,0.972027972027972,110.77702784538269,83
36,ecoli,001 knn,000 all,0.7976190476190477,0.7976190476190477,0.0,0
37,ecoli,000 rf,000 all,0.7857142857142857,0.7857142857142857,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.7738095238095238,0.7738095238095238,0.15197420120239258,0
39,ecoli,001 knn,011 feature importance weighting,0.7976190476190477,0.7976190476190477,0.15197420120239258,0
40,ecoli,001 knn,004 l1,0.7976190476190477,0.7976190476190477,0.003860950469970703,0
41,ecoli,001 knn,005 relieff selection,0.7380952380952381,0.7380952380952381,0.04309988021850586,0
42,ecoli,001 knn,012 relieff weighting,0.6547619047619048,0.6547619047619048,0.04309988021850586,0
43,ecoli,001 knn,006 forward selection,0.6190476190476191,0.6190476190476191,3.362241506576538,0
