,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8554913294797688,0.8554913294797687,0.0,0
1,australian,000 rf,000 all,0.861271676300578,0.861271676300578,0.0,0
2,australian,001 knn,003 feature importance selection,0.8439306358381503,0.8439306358381503,0.14402532577514648,0
3,australian,001 knn,011 feature importance weighting,0.8901734104046243,0.8901734104046243,0.14402532577514648,0
4,australian,001 knn,004 l1,0.8670520231213873,0.8670520231213873,0.008582592010498047,0
5,australian,001 knn,005 relieff selection,0.8670520231213873,0.8670520231213873,0.0541839599609375,0
6,australian,001 knn,012 relieff weighting,0.8497109826589595,0.8497109826589595,0.0541839599609375,0
7,australian,001 knn,006 forward selection,0.8554913294797688,0.8554913294797687,3.4596216678619385,0
8,australian,001 knn,007 backward selection,0.8497109826589595,0.8497109826589595,6.24343466758728,0
9,australian,001 knn,008 stepwise selection,0.8554913294797688,0.8554913294797687,5.226972579956055,0
10,australian,001 knn,009 bayesian selection,0.8786127167630058,0.8786127167630058,34.547991037368774,39
11,australian,001 knn,013 bayesian weighting,0.8901734104046243,0.8901734104046243,88.04176378250122,293
12,glass,001 knn,000 all,0.6851851851851852,0.6851851851851852,0.0,0
13,glass,000 rf,000 all,0.8888888888888888,0.8888888888888888,0.0,0
14,glass,001 knn,003 feature importance selection,0.6481481481481481,0.6481481481481481,0.15262722969055176,0
15,glass,001 knn,011 feature importance weighting,0.7407407407407407,0.7407407407407407,0.15262722969055176,0
16,glass,001 knn,004 l1,0.5185185185185185,0.5185185185185185,0.004207134246826172,0
17,glass,001 knn,005 relieff selection,0.7592592592592593,0.7592592592592593,0.015845060348510742,0
18,glass,001 knn,012 relieff weighting,0.7037037037037037,0.7037037037037037,0.015845060348510742,0
19,glass,001 knn,006 forward selection,0.7037037037037037,0.7037037037037037,5.293803453445435,0
20,glass,001 knn,007 backward selection,0.7037037037037037,0.7037037037037037,2.0093894004821777,0
21,glass,001 knn,008 stepwise selection,0.7037037037037037,0.7037037037037037,4.2434983253479,0
22,glass,001 knn,009 bayesian selection,0.7962962962962963,0.7962962962962963,30.625403881072998,10
23,glass,001 knn,013 bayesian weighting,0.9074074074074074,0.9074074074074074,78.28423595428467,97
24,breast_cancer,001 knn,000 all,0.9370629370629371,0.9370629370629371,0.0,0
25,breast_cancer,000 rf,000 all,0.951048951048951,0.951048951048951,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.9230769230769231,0.9230769230769231,0.16230225563049316,0
27,breast_cancer,001 knn,011 feature importance weighting,0.951048951048951,0.951048951048951,0.16230225563049316,0
28,breast_cancer,001 knn,004 l1,0.9300699300699301,0.9300699300699301,0.006714582443237305,0
29,breast_cancer,001 knn,005 relieff selection,0.9440559440559441,0.9440559440559441,0.05706787109375,0
30,breast_cancer,001 knn,012 relieff weighting,0.9300699300699301,0.9300699300699301,0.05706787109375,0
31,breast_cancer,001 knn,006 forward selection,0.8671328671328671,0.867132867132867,11.027551889419556,0
32,breast_cancer,001 knn,007 backward selection,0.9300699300699301,0.9300699300699301,7.340665102005005,0
