,dataset,base,method,PM1,PM2,Time,TriesToOpt
0,australian,001 knn,000 all,0.8728323699421965,0.8728323699421965,0.0,0
1,australian,000 rf,000 all,0.884393063583815,0.884393063583815,0.0,0
2,australian,001 knn,003 feature importance selection,0.8497109826589595,0.8497109826589595,0.1407155990600586,0
3,australian,001 knn,011 feature importance weighting,0.884393063583815,0.884393063583815,0.1407155990600586,0
4,australian,001 knn,004 l1,0.8728323699421965,0.8728323699421965,0.003300905227661133,0
5,australian,001 knn,005 relieff selection,0.8670520231213873,0.8670520231213873,0.04254603385925293,0
6,australian,001 knn,012 relieff weighting,0.8670520231213873,0.8670520231213873,0.04254603385925293,0
7,australian,001 knn,006 forward selection,0.8554913294797688,0.8554913294797687,3.5004422664642334,0
8,australian,001 knn,007 backward selection,0.8670520231213873,0.8670520231213873,3.3600850105285645,0
9,australian,001 knn,008 stepwise selection,0.8439306358381503,0.8439306358381503,7.027320623397827,0
10,australian,001 knn,009 bayesian selection,0.9075144508670521,0.9075144508670521,34.152876138687134,49
11,australian,001 knn,013 bayesian weighting,0.9190751445086706,0.9190751445086706,87.61969995498657,155
12,glass,001 knn,000 all,0.7037037037037037,0.7037037037037037,0.0,0
13,glass,000 rf,000 all,0.8148148148148148,0.8148148148148148,0.0,0
14,glass,001 knn,003 feature importance selection,0.6111111111111112,0.6111111111111112,0.1554396152496338,0
15,glass,001 knn,011 feature importance weighting,0.6296296296296297,0.6296296296296297,0.1554396152496338,0
16,glass,001 knn,004 l1,0.6481481481481481,0.6481481481481481,0.0038874149322509766,0
17,glass,001 knn,005 relieff selection,0.6296296296296297,0.6296296296296297,0.018016576766967773,0
18,glass,001 knn,012 relieff weighting,0.6481481481481481,0.6481481481481481,0.018016576766967773,0
19,glass,001 knn,006 forward selection,0.6481481481481481,0.6481481481481481,5.3420281410217285,0
20,glass,001 knn,007 backward selection,0.6666666666666666,0.6666666666666666,3.5495619773864746,0
21,glass,001 knn,008 stepwise selection,0.6296296296296297,0.6296296296296297,3.1956026554107666,0
22,glass,001 knn,009 bayesian selection,0.6666666666666666,0.6666666666666666,30.5118510723114,35
23,glass,001 knn,013 bayesian weighting,0.7592592592592593,0.7592592592592593,78.01098084449768,327
24,breast_cancer,001 knn,000 all,0.9230769230769231,0.9230769230769231,0.0,0
25,breast_cancer,000 rf,000 all,0.951048951048951,0.951048951048951,0.0,0
26,breast_cancer,001 knn,003 feature importance selection,0.916083916083916,0.916083916083916,0.15575647354125977,0
27,breast_cancer,001 knn,011 feature importance weighting,0.916083916083916,0.916083916083916,0.15575647354125977,0
28,breast_cancer,001 knn,004 l1,0.916083916083916,0.916083916083916,0.013483524322509766,0
29,breast_cancer,001 knn,005 relieff selection,0.9090909090909091,0.9090909090909091,0.03772139549255371,0
30,breast_cancer,001 knn,012 relieff weighting,0.9230769230769231,0.9230769230769231,0.03772139549255371,0
31,breast_cancer,001 knn,006 forward selection,0.8951048951048951,0.8951048951048951,11.08402156829834,0
32,breast_cancer,001 knn,007 backward selection,0.9230769230769231,0.9230769230769231,7.33691668510437,0
33,breast_cancer,001 knn,008 stepwise selection,0.9230769230769231,0.9230769230769231,7.368340730667114,0
34,breast_cancer,001 knn,009 bayesian selection,0.9440559440559441,0.9440559440559441,42.34888982772827,160
35,breast_cancer,001 knn,013 bayesian weighting,0.951048951048951,0.951048951048951,111.05325937271118,260
36,ecoli,001 knn,000 all,0.7857142857142857,0.7857142857142857,0.0,0
37,ecoli,000 rf,000 all,0.8333333333333334,0.8333333333333334,0.0,0
38,ecoli,001 knn,003 feature importance selection,0.7738095238095238,0.7738095238095238,0.15526437759399414,0
39,ecoli,001 knn,011 feature importance weighting,0.7619047619047619,0.7619047619047619,0.15526437759399414,0
40,ecoli,001 knn,004 l1,0.7619047619047619,0.7619047619047619,0.01198720932006836,0
41,ecoli,001 knn,005 relieff selection,0.7976190476190477,0.7976190476190477,0.03090190887451172,0
42,ecoli,001 knn,012 relieff weighting,0.7976190476190477,0.7976190476190477,0.03090190887451172,0
43,ecoli,001 knn,006 forward selection,0.7261904761904762,0.7261904761904762,2.5243241786956787,0
44,ecoli,001 knn,007 backward selection,0.6785714285714286,0.6785714285714286,1.539175033569336,0
45,ecoli,001 knn,008 stepwise selection,0.7261904761904762,0.7261904761904762,4.168285608291626,0
46,ecoli,001 knn,009 bayesian selection,0.7976190476190477,0.7976190476190477,30.04880166053772,4
47,ecoli,001 knn,013 bayesian weighting,0.8214285714285714,0.8214285714285714,75.74796485900879,13
48,ionosphere,001 knn,000 all,0.8522727272727273,0.8522727272727273,0.0,0
49,ionosphere,000 rf,000 all,0.9545454545454546,0.9545454545454546,0.0,0
