cycle,task,method,instances,features,classes,accuracy,f1,optimization_time,prediction_time,no_features,best_trial
0,18,tree_based_weighting,2000,6,10,0.6816666666666666,0.6740310517570322,0.1922602653503418,0.02239537239074707,3,0
0,18,l1filter,2000,6,10,0.7066666666666667,0.7011597742682089,0.008855104446411133,0.02426004409790039,6,0
0,18,relieff,2000,6,10,0.6916666666666667,0.687241722153573,0.0746619701385498,0.02351093292236328,4,0
0,18,relieff_weighting,2000,6,10,0.45,0.33965570707869597,0.0746619701385498,0.02504873275756836,4,0
0,18,forward_selection,2000,6,10,0.69,0.6883053275893537,0.5785212516784668,0.023794174194335938,5,0
0,18,backwards_selection,2000,6,10,0.7033333333333334,0.6974748888295106,0.18033313751220703,0.022542953491210938,5,0
0,18,stepwise_selection,2000,6,10,0.7033333333333334,0.6956768363783083,0.1959233283996582,0.023162126541137695,4,0
0,18,bayesselection,2000,6,10,0.7066666666666667,0.7011597742682089,3.711364269256592,0.024288654327392578,6,2
0,18,bayeswweighting,2000,6,10,0.73,0.7252373235380686,10.10466742515564,0.025693893432617188,6,164
0,22,baseline,2000,47,10,0.7866666666666666,0.7795150842666383,2.384185791015625e-07,0.07470154762268066,47,0
0,22,intercorrelation_filter,2000,47,10,0.7866666666666666,0.7764023800316433,0.04591226577758789,0.08767962455749512,28,0
0,22,correlation_weighting,2000,47,10,0.7516666666666667,0.73507146533755,0.04591226577758789,0.12871694564819336,28,0
0,22,tree_based_filter,2000,47,10,0.71,0.7011947553854283,0.5115158557891846,0.07724642753601074,23,0
0,22,tree_based_weighting,2000,47,10,0.735,0.7275863256073626,0.5115158557891846,0.09834551811218262,23,0
0,22,l1filter,2000,47,10,0.8066666666666666,0.7987913488407765,0.09982466697692871,0.08723330497741699,40,0
0,22,relieff,2000,47,10,0.7733333333333333,0.7653561123011798,0.1800832748413086,0.08784937858581543,35,0
0,22,relieff_weighting,2000,47,10,0.77,0.7609381971118176,0.1800832748413086,0.1300039291381836,35,0
0,22,forward_selection,2000,47,10,0.7433333333333333,0.7342647534561572,6.870591640472412,0.0310671329498291,7,0
0,22,backwards_selection,2000,47,10,0.7883333333333333,0.7795230922156486,4.969621658325195,0.08222055435180664,46,0
0,22,stepwise_selection,2000,47,10,0.77,0.7619631676317834,4.565437078475952,0.08060240745544434,22,0
0,22,bayesselection,2000,47,10,0.7866666666666666,0.7787357134122215,91.13613986968994,0.08148574829101562,27,219
0,22,bayeswweighting,2000,47,10,0.8033333333333333,0.7922256178505978,265.1510453224182,0.136091947555542,47,934
0,23,baseline,1473,9,3,0.5542986425339367,0.5412143868682762,4.76837158203125e-07,0.02496051788330078,9,0
0,23,intercorrelation_filter,1473,9,3,0.5542986425339367,0.5412143868682762,0.005145549774169922,0.024557828903198242,9,0
0,23,correlation_weighting,1473,9,3,0.5090497737556561,0.49576906104994145,0.005145549774169922,0.024606704711914062,9,0
0,23,tree_based_filter,1473,9,3,0.4343891402714932,0.4007615029134017,0.15245270729064941,0.020380735397338867,5,0
0,23,tree_based_weighting,1473,9,3,0.4638009049773756,0.4204260386984271,0.15245270729064941,0.019547224044799805,5,0
0,23,l1filter,1473,9,3,0.5452488687782805,0.5311523758892179,0.003406524658203125,0.021902084350585938,7,0
0,23,relieff,1473,9,3,0.5180995475113123,0.5100290641886568,0.058936119079589844,0.021164417266845703,6,0
0,23,relieff_weighting,1473,9,3,0.5565610859728507,0.5418049124975247,0.058936119079589844,0.02093648910522461,6,0
0,23,forward_selection,1473,9,3,0.5339366515837104,0.4978131027032797,0.576063871383667,0.0175626277923584,4,0
0,23,backwards_selection,1473,9,3,0.5723981900452488,0.5583159167685371,0.5235364437103271,0.019627809524536133,5,0
0,23,stepwise_selection,1473,9,3,0.5723981900452488,0.5583159167685371,0.7661902904510498,0.01975226402282715,5,0
0,23,bayesselection,1473,9,3,0.5723981900452488,0.5613715166113437,6.863834381103516,0.018538475036621094,4,125
0,23,bayeswweighting,1473,9,3,0.5656108597285068,0.5504991810365066,18.63028907775879,0.022292613983154297,9,111
0,28,baseline,5620,64,10,0.951985773562537,0.9519056122311966,2.384185791015625e-07,0.23640871047973633,64,0
0,28,intercorrelation_filter,5620,64,10,0.951985773562537,0.9518788913537243,0.10489916801452637,0.25640296936035156,63,0
0,28,correlation_weighting,5620,64,10,0.9235328986366331,0.9230796275677517,0.10489916801452637,0.24343132972717285,63,0
0,28,tree_based_filter,5620,64,10,0.8974510966212211,0.8963798870462965,0.4834167957305908,0.2283918857574463,32,0
0,28,tree_based_weighting,5620,64,10,0.9004149377593361,0.8979802877284669,0.4834167957305908,0.2503049373626709,32,0
0,28,l1filter,5620,64,10,0.9543568464730291,0.9544073215788756,0.3558335304260254,0.2418227195739746,53,0
0,28,relieff,5620,64,10,0.919976289270895,0.9197719243753836,1.1307382583618164,0.23490309715270996,48,0
0,28,relieff_weighting,5620,64,10,0.8950800237107291,0.8948902716679674,1.1307382583618164,0.24534368515014648,48,0
0,28,forward_selection,5620,64,10,0.9134558387670421,0.9122071916399621,52.052924156188965,0.14581537246704102,11,0
0,28,backwards_selection,5620,64,10,0.9537640782454061,0.9536423031054035,20.72163438796997,0.23307561874389648,63,0
0,28,stepwise_selection,5620,64,10,0.945465323058684,0.9452329348705423,29.909497499465942,0.2276909351348877,34,0
0,28,bayesselection,5620,64,10,0.9342027267338471,0.9336843206195633,144.02351069450378,0.2330188751220703,30,198
0,28,bayeswweighting,5620,64,10,0.967397747480735,0.9671777650515361,408.6248562335968,0.2889096736907959,64,556
0,29,baseline,653,15,2,0.8316326530612245,0.8254109644505628,4.76837158203125e-07,0.013891935348510742,15,0
0,29,intercorrelation_filter,653,15,2,0.826530612244898,0.8204741379310345,0.006920576095581055,0.013525009155273438,14,0
0,29,correlation_weighting,653,15,2,0.8469387755102041,0.8441971383147854,0.006920576095581055,0.01670551300048828,14,0
0,29,tree_based_filter,653,15,2,0.7040816326530612,0.6949006977992487,0.11638617515563965,0.012727737426757812,7,0
0,29,tree_based_weighting,653,15,2,0.7244897959183674,0.7169448010269577,0.11638617515563965,0.01432180404663086,7,0
0,29,l1filter,653,15,2,0.8367346938775511,0.8280701754385965,0.0027031898498535156,0.011401653289794922,4,0
0,29,relieff,653,15,2,0.8520408163265306,0.8491787619072889,0.02660393714904785,0.012701034545898438,11,0
0,29,relieff_weighting,653,15,2,0.8520408163265306,0.8495938186340662,0.02660393714904785,0.016278505325317383,11,0
0,29,forward_selection,653,15,2,0.8571428571428571,0.8564102564102565,0.2822418212890625,0.011163473129272461,1,0
0,29,backwards_selection,653,15,2,0.8520408163265306,0.8471673254281951,0.28360748291015625,0.01306605339050293,14,0
0,29,stepwise_selection,653,15,2,0.8520408163265306,0.8477241674926996,0.29099106788635254,0.012520313262939453,8,0
0,29,bayesselection,653,15,2,0.8520408163265306,0.8503225806451613,16.22545886039734,0.012491941452026367,6,30
0,29,bayeswweighting,653,15,2,0.8367346938775511,0.8342494714587738,46.45930218696594,0.017594337463378906,15,131
0,31,baseline,1000,20,2,0.74,0.5531281032770605,2.384185791015625e-07,0.036687374114990234,20,0
0,31,intercorrelation_filter,1000,20,2,0.74,0.5531281032770605,0.02013373374938965,0.07074737548828125,20,0
0,31,correlation_weighting,1000,20,2,0.8,0.6875,0.02013373374938965,0.05920720100402832,20,0
0,31,tree_based_filter,1000,20,2,0.7333333333333333,0.5121554597934791,0.17666172981262207,0.0182650089263916,10,0
0,31,tree_based_weighting,1000,20,2,0.7266666666666667,0.5302115957528072,0.17666172981262207,0.019475460052490234,10,0
0,31,l1filter,1000,20,2,0.7666666666666667,0.644212523719165,0.0032775402069091797,0.017853736877441406,9,0
0,31,relieff,1000,20,2,0.74,0.5885786623531895,0.044408559799194336,0.01718282699584961,15,0
0,31,relieff_weighting,1000,20,2,0.71,0.5191510528933841,0.044408559799194336,0.025418519973754883,15,0
0,31,forward_selection,1000,20,2,0.7166666666666667,0.6059889676910954,0.6867659091949463,0.014781475067138672,2,0
0,31,backwards_selection,1000,20,2,0.7333333333333333,0.5668182802685726,0.8134765625,0.02770543098449707,18,0
0,31,stepwise_selection,1000,20,2,0.7333333333333333,0.5199999999999999,0.560429573059082,0.015605449676513672,9,0
0,31,bayesselection,1000,20,2,0.7566666666666667,0.6511350059737157,31.85218858718872,0.0161893367767334,9,159
0,31,bayeswweighting,1000,20,2,0.77,0.6554077674751544,95.14097356796265,0.04071640968322754,20,850
0,32,baseline,10992,16,10,0.9675560946027896,0.9677356267953694,4.76837158203125e-07,0.6480340957641602,16,0
0,32,intercorrelation_filter,10992,16,10,0.9675560946027896,0.9677356267953694,0.02002239227294922,0.6072006225585938,16,0
0,32,correlation_weighting,10992,16,10,0.9278350515463918,0.9280261465306319,0.02002239227294922,0.6385507583618164,16,0
0,32,tree_based_filter,10992,16,10,0.8574893875075803,0.8577454377078058,0.8296170234680176,0.15886330604553223,8,0
0,32,tree_based_weighting,10992,16,10,0.8568829593693147,0.8565712415812063,0.8296170234680176,0.14612579345703125,8,0
0,32,l1filter,10992,16,10,0.9675560946027896,0.9677356267953694,0.8728923797607422,0.5993680953979492,16,0
0,32,relieff,10992,16,10,0.957550030321407,0.9578789405039985,0.6703019142150879,0.21812701225280762,12,0
0,32,relieff_weighting,10992,16,10,0.9484536082474226,0.9488464724113751,0.6703019142150879,0.20749592781066895,12,0
0,32,forward_selection,10992,16,10,0.9466343238326258,0.9466886656645883,15.203075885772705,0.1729753017425537,9,0
0,32,backwards_selection,10992,16,10,0.9663432383262583,0.9663424213992495,6.518022298812866,0.3151412010192871,15,0
0,32,stepwise_selection,10992,16,10,0.9490600363856883,0.9487233904665189,6.572944641113281,0.23342370986938477,10,0
0,32,bayesselection,10992,16,10,0.962098241358399,0.9621299665102991,72.26753902435303,0.33397793769836426,13,99
0,32,bayeswweighting,10992,16,10,0.9636143117040631,0.9636902799420592,348.94543647766113,0.5807688236236572,16,643
0,37,baseline,768,8,2,0.7619047619047619,0.7378304203380038,4.76837158203125e-07,0.013513565063476562,8,0
0,37,intercorrelation_filter,768,8,2,0.7619047619047619,0.7378304203380038,0.004515886306762695,0.013915538787841797,8,0
0,37,correlation_weighting,768,8,2,0.7705627705627706,0.7473638595984401,0.004515886306762695,0.01565837860107422,8,0
0,37,tree_based_filter,768,8,2,0.7186147186147186,0.684459388462751,0.12822270393371582,0.012761354446411133,4,0
0,37,tree_based_weighting,768,8,2,0.7272727272727273,0.6979263964132263,0.12822270393371582,0.014119148254394531,4,0
