,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7407407407407407,0.7407407407407407,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5740740740740741,0.5740740740740741,0.15453028678894043,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6851851851851852,0.6851851851851852,0.15453028678894043,0,0.1279023223976127,0.10138727067776386,0.16347760111159698,0.16487179800020813,0.09069132516929913,0.09619024625516275,0.13013981200476096,0.07678766107043711,0.048551963313158426
4,glass,001 knn,004 l1,0.6851851851851852,0.6851851851851852,0.00411224365234375,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5740740740740741,0.5740740740740741,0.03492021560668945,0,False,False,True,False,True,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.6296296296296297,0.6296296296296297,0.03492021560668945,0,0.06493506493506496,0.0,0.7532467532467533,0.06493506493506496,0.09090909090909094,0.5454545454545454,0.10389610389610393,1.0,0.7209302325581395
7,glass,001 knn,006 forward selection,0.6666666666666666,0.6666666666666666,5.352200984954834,0,False,False,True,True,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.6111111111111112,0.6111111111111112,2.0365469455718994,0,True,True,False,True,True,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.6666666666666666,0.6666666666666666,4.272119760513306,0,False,False,True,True,False,False,False,True,False
10,glass,001 knn,009 bayesian selection,0.7037037037037037,0.7037037037037037,30.324944972991943,14,True,False,True,True,False,False,True,True,False
11,glass,001 knn,013 bayesian weighting,0.7592592592592593,0.7592592592592593,77.60436034202576,71,0.9993895373930054,0.7456888052034258,0.7353735960763625,0.6708072507264788,0.056285305984316636,0.40684181062890257,0.008942317742952288,0.10372534206967382,0.0986401644989263
