,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,31.03825587401575,0.6355109184123067,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,12.750731173322944,0.850265352737594,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,30.91058406299213,0.6370101966363642,0.006663322448730469,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,25.787232251968497,0.6971748464746299,0.006663322448730469,0,0.4253524313546298,0.3623607272396635,0.5100788596239213,0.14955349556136777,0.45892978647734295,0.6934828122985232,0.4238163168041141,0.2658888494815814,0.393180379931841,0.4830306610495414,0.5110021954019245,0.33198576931201074,0.7529954932901706
4,boston,001 knn,003 feature importance selection,24.142675149606305,0.716487243095483,0.2674586772918701,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,22.706845858267712,0.7333485030142414,0.2674586772918701,0,0.032282956280308084,0.0011581051445176504,0.005557809011867425,0.0008573054888908726,0.03043301694865795,0.4212718223488245,0.013179295092202184,0.04795906196390136,0.0034581372530898533,0.014726104734972111,0.016364982664932397,0.011310828443850125,0.4014405746239855
6,boston,001 knn,004 l1,22.97652938582677,0.7301815498942492,0.016809701919555664,0,False,False,False,False,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,22.710006803149604,0.7333113833416145,0.03769350051879883,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,22.6876448503937,0.7335739846828623,0.03769350051879883,0,1.0,0.4156976744186046,0.8604651162790697,0.0,0.25894134477825465,0.9957081545064378,0.9713876967095851,0.9155937052932761,0.6642441860465116,0.8604651162790697,0.7994186046511628,0.8011444921316166,1.0
9,boston,001 knn,006 forward selection,22.985350425196856,0.7300779624841929,6.008832216262817,0,False,False,False,False,True,True,False,False,False,False,False,False,True
10,boston,001 knn,007 backward selection,22.985350425196856,0.7300779624841929,10.188766241073608,0,False,False,False,False,True,True,False,False,False,False,False,False,True
11,boston,001 knn,008 stepwise selection,22.794734110236217,0.7323164118950634,10.534604787826538,0,True,False,False,False,False,True,False,False,True,False,False,False,True
12,boston,001 knn,009 bayesian selection,22.67057184251969,0.733774476778333,32.649179458618164,149,True,True,True,True,True,True,False,True,True,True,True,True,True
13,boston,001 knn,013 bayesian weighting,19.27708220472441,0.7736249737417542,85.15746259689331,487,0.6390180475593814,0.2696784929663882,0.7056762041529808,0.1574901772726095,0.12260776657412788,0.03404270135455872,0.054701266354846914,0.3646040277273755,0.9389631345099315,0.7998142107715611,0.5901394768695171,0.08950146937132515,0.062468835845437116
