,dataset,base,method,PM1,PM2,Time,TriesToOpt,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences
0,student,001 knn,000 all,20.713282408573267,0.07322126963512154,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,student,000 rf,000 all,15.656738317318352,0.2994672803102616,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,student,001 knn,002 intercorrelation,20.713282408573267,0.07322126963512154,0.03846168518066406,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,student,001 knn,010 correlation weighting,19.8938134810711,0.10988693938380345,0.03846168518066406,0,0.005212004577415136,0.12026762944546344,0.14644586781033278,0.10610893079106823,0.11107088709245148,0.0536721469026455,0.2490384275108161,0.22640084419267234,0.08582177815915515,0.10137397321562176,0.04351489485202484,0.025722984304968503,0.12402092997611731,0.08589700193721402,0.3624474454349705,0.09906446660202434,0.05572959302399836,0.07178233428135945,0.070301359089685,0.027505605568760926,0.17627300550341887,,0.1610079832542304,0.04363974398521175,0.01590350571359346,0.0917737790829812,0.03936890422484754,0.05318368062123397,0.08658794661666087,0.021532724575371847
4,student,001 knn,003 feature importance selection,23.20087299588685,-0.03808151669795512,0.2081770896911621,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
5,student,001 knn,011 feature importance weighting,20.820839978734714,0.06840879876019657,0.2081770896911621,0,0.01396824086426281,0.01715870975262894,0.06005884586260369,0.01156515764622136,0.020580797366472576,0.010906369470567483,0.06291211320674535,0.03675345582598441,0.006314520087026641,0.010318586216568464,0.012260862352770305,0.013430529951196231,0.0395597830050771,0.0368446437467662,0.12344095624079426,0.04151575323257927,0.01720988832230978,0.012713091215508883,0.01934528943082616,0.010482899001787378,0.004345290288076385,0.0,0.018536737900575986,0.03685458250390472,0.04213123432397342,0.044240982622141815,0.01263228714072776,0.03595960102660221,0.05535077852390745,0.17260801287139294
6,student,001 knn,004 l1,20.92190604101961,0.0638867787809485,0.01711559295654297,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,student,001 knn,005 relieff selection,20.273482749937045,0.09289931781724259,0.030747413635253906,0,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True
8,student,001 knn,012 relieff weighting,19.42950278407342,0.13066169008580863,0.030747413635253906,0,0.1165501165501166,0.5058275058275059,0.524822695035461,0.3100233100233101,0.4895104895104895,0.17016317016317017,0.09929078014184398,0.30851063829787234,0.10955710955710951,0.0699300699300699,0.4009324009324009,0.47319347319347316,0.6876456876456876,0.9953379953379954,0.4405594405594405,0.18881118881118886,0.4895104895104895,0.5337995337995338,0.5337995337995338,0.3100233100233101,0.018648018648018683,0.0,0.47319347319347316,0.18439716312056736,0.38652482269503546,0.46808510638297873,0.710955710955711,0.30141843971631205,0.35815602836879434,1.0
9,student,001 knn,006 forward selection,23.544643106969975,-0.0534628947336806,31.131548166275024,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
10,student,001 knn,007 backward selection,19.410224124905564,0.13152427916822884,6.876956462860107,0,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,student,001 knn,008 stepwise selection,23.544335319958588,-0.05344912335500629,10.406799077987671,0,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True
12,student,001 knn,009 bayesian selection,16.30935392708246,0.2702671634816929,42.86354899406433,50,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,True,False,True
13,student,001 knn,013 bayesian weighting,15.165225663840623,0.3214591338447753,111.17856884002686,398,0.392055198326276,0.8687228199739372,0.32132048319886536,0.7976748974369186,0.45545718599338336,0.0027729599248297668,0.1946641386513318,0.04883143733689081,0.6705911460733706,0.3004131243235444,0.9802454888035622,0.30833554050794537,0.015428627708473183,0.0038812480409410426,0.16283882837651942,0.7675717815854052,0.7669531541531124,0.3866197353762766,0.7689697333488551,0.6121629445675058,0.28443793418536084,0.9646146967942607,0.11559424694021331,0.692173794297309,0.8509009560358858,0.5348960840094221,0.8131535273405968,0.22558645335725086,0.8691318289297971,0.8850799019562294
