,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9210526315789473,0.9210526315789473,0.14078640937805176,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.14078640937805176,0,0.11232394193057323,0.03544937055296386,0.4413202067464382,0.4109064807700246
4,iris,001 knn,004 l1,0.9736842105263158,0.9736842105263158,0.0037364959716796875,0,False,True,True,True
5,iris,001 knn,005 relieff selection,0.9736842105263158,0.9736842105263158,0.03259921073913574,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9736842105263158,0.9736842105263158,0.03259921073913574,0,0.1923076923076923,0.3205128205128205,0.0,0.5961538461538461
7,iris,001 knn,006 forward selection,0.9736842105263158,0.9736842105263158,0.9544887542724609,0,False,False,False,True
8,iris,001 knn,007 backward selection,0.9736842105263158,0.9736842105263158,0.810603141784668,0,True,False,True,True
9,iris,001 knn,008 stepwise selection,0.9736842105263158,0.9736842105263158,0.9077258110046387,0,True,True,True,True
10,iris,001 knn,009 bayesian selection,0.9736842105263158,0.9736842105263158,27.405887126922607,0,True,False,False,True
11,iris,001 knn,013 bayesian weighting,0.9736842105263158,0.9736842105263158,71.04588270187378,2,0.35662348140780786,0.7430951045652634,0.903658563039361,0.8437306082957641
