,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,803579.5260827767,0.7881271513527788,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,399454.3227017903,0.8946793409883907,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,904022.7296093907,0.7616441624665685,0.021216392517089844,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,556605.8277507927,0.8532445657568222,0.021216392517089844,0,0.4016722252141072,0.5565049286982732,0.27390014187624095,0.07711201549439908,0.0524317420450083,0.07076009446428806,0.33999462122904667,0.6273399763472166,0.6300449498441417,0.14708325008301115,0.20163526016077474
4,bike,001 knn,003 feature importance selection,655920.9230924913,0.8270590153778936,0.2659423351287842,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,685817.8874806043,0.8191763419084833,0.2659423351287842,0,0.0596982031497747,0.2753709514461474,0.030213060258974272,0.0023954721980002204,0.014002645096510682,0.003924695800306144,0.018389265039293702,0.37604737975999364,0.12069133682787073,0.07264187628426019,0.026625114138868183
6,bike,001 knn,004 l1,685817.8874806043,0.8191763419084833,0.007191896438598633,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1806712.5479912972,0.5236397620835302,0.047276973724365234,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1096110.9197615192,0.7109979342862499,0.047276973724365234,0,0.4437956204379562,0.1274939172749392,0.30413625304136255,0.0,0.01119221411192214,0.05547445255474448,0.15182481751824817,0.9912408759124087,1.0,0.9990267639902677,0.9980535279805353
9,bike,001 knn,006 forward selection,1396776.4747689401,0.6317240534047228,16.699399709701538,0,True,True,False,False,False,False,True,True,True,True,True
10,bike,001 knn,007 backward selection,1157590.7107535584,0.6947880906691326,5.9472808837890625,0,True,True,False,True,False,False,True,True,True,False,False
11,bike,001 knn,008 stepwise selection,1157590.7107535584,0.6947880906691326,5.085106372833252,0,True,True,False,True,False,False,True,True,True,False,False
12,bike,001 knn,009 bayesian selection,604022.9214649531,0.8407425116430685,31.31651782989502,180,True,True,True,False,True,True,False,False,True,True,True
13,bike,001 knn,013 bayesian weighting,491236.9612763947,0.870479808197959,82.75884795188904,472,0.6106391167850016,0.5865130862990866,0.3734747473797574,0.7749209554012517,0.15789092150382983,0.9521691750033499,0.9819778442982109,0.05212177789818256,0.2542518918610398,0.7345520304925256,0.6983962440213681
