,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8
0,ecoli,001 knn,000 all,0.8452380952380952,0.8452380952380952,0.0,0,True,True,True,True,True,True,True
1,ecoli,000 rf,000 all,0.8928571428571429,0.8928571428571429,0.0,0,True,True,True,True,True,True,True
2,ecoli,001 knn,003 feature importance selection,0.8214285714285714,0.8214285714285714,0.15555810928344727,0,True,False,True,False,True,False,True
3,ecoli,001 knn,011 feature importance weighting,0.8690476190476191,0.8690476190476191,0.15555810928344727,0,0.22731262753961204,0.15990696503713994,0.02144045642419644,0.00307071909956831,0.13720037557351508,0.256248582107261,0.19482027421870726
4,ecoli,001 knn,004 l1,0.8690476190476191,0.8690476190476191,0.003359079360961914,0,True,True,False,False,True,True,True
5,ecoli,001 knn,005 relieff selection,0.7738095238095238,0.7738095238095238,0.043140411376953125,0,False,True,True,True,True,True,False
6,ecoli,001 knn,012 relieff weighting,0.7857142857142857,0.7857142857142857,0.043140411376953125,0,0.0,0.07272727272727275,0.9926605504587156,1.0,0.12929292929292935,0.06868686868686869,0.048484848484848464
7,ecoli,001 knn,006 forward selection,0.6666666666666666,0.6666666666666666,3.3825743198394775,0,True,False,False,False,True,True,False
8,ecoli,001 knn,007 backward selection,0.6785714285714286,0.6785714285714286,1.5510709285736084,0,True,False,True,True,True,True,True
9,ecoli,001 knn,008 stepwise selection,0.6666666666666666,0.6666666666666666,1.6773834228515625,0,True,False,False,True,True,True,False
10,ecoli,001 knn,009 bayesian selection,0.7738095238095238,0.7738095238095238,29.867756843566895,19,False,True,False,True,True,True,False
11,ecoli,001 knn,013 bayesian weighting,0.8214285714285714,0.8214285714285714,76.63741493225098,212,0.17595237488970564,0.9527749561399796,0.6127347104941042,0.5707076826893456,0.5747223446211205,0.762284458575894,0.3577002430427561
