,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,597052.7453535047,0.8296252694653229,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,381637.8689118425,0.8910959716981361,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,662009.4668968833,0.8110892456123271,0.021269798278808594,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,498115.9232737974,0.857857841098181,0.021269798278808594,0,0.409915510205155,0.5656867201390424,0.2677500166325469,0.038142322270464546,0.07029195472490814,0.0769108382497713,0.31432963223362914,0.6239203441984412,0.6275691593446118,0.11887478633513934,0.22636179661428074
4,bike,001 knn,003 feature importance selection,584592.7859492005,0.8331808384539965,0.23892712593078613,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,664769.3253727315,0.8103016935111169,0.23892712593078613,0,0.06674427306392819,0.28653486677630036,0.028400203204491964,0.0028501374402262036,0.013857047122274726,0.00426040407292991,0.02234544808068847,0.3282969253577507,0.14012605946683546,0.07447030358145547,0.032114331833118646
6,bike,001 knn,004 l1,664769.3253727315,0.8103016935111169,0.018591880798339844,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1654307.2984129393,0.5279275367509209,0.049056053161621094,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,898667.7032272484,0.7435565467722527,0.049056053161621094,0,0.4554744525547445,0.12165450121654497,0.38334145153434,0.0,0.991727493917275,0.04768856447688563,0.15571776155717765,0.9892839746712129,1.0,0.9990258158792011,1.0
9,bike,001 knn,006 forward selection,979425.7156150914,0.7205114729388709,11.454412460327148,0,True,True,False,False,False,False,True,True,True,True,False
10,bike,001 knn,007 backward selection,905256.7805142346,0.7416762903359846,4.441786527633667,0,True,True,False,False,True,False,True,True,True,True,True
11,bike,001 knn,008 stepwise selection,905316.0871955744,0.7416593666053246,6.394092798233032,0,True,True,False,False,False,False,True,True,True,True,True
12,bike,001 knn,009 bayesian selection,802342.1235200366,0.7710439753351945,31.84220314025879,58,False,True,False,True,False,True,False,False,True,True,False
13,bike,001 knn,013 bayesian weighting,456730.02119172906,0.8696677054192841,83.1272964477539,443,0.5014941101952619,0.3764417207929737,0.9368272833245058,0.23029240510642693,0.5156848196984388,0.15491562574995546,0.45096959034873757,0.018389164100145818,0.1934830710332668,0.94054590873443,0.8307828963329251
