,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9333333333333333,0.9333333333333333,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,0.9555555555555556,0.9555555555555556,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.9333333333333333,0.9333333333333333,0.14351129531860352,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9333333333333333,0.9333333333333333,0.14351129531860352,0,0.15340409586497256,0.016210610938147324,0.012251048063412205,0.02410504905788906,0.04661851549679368,0.03551624858178223,0.11092620474337317,0.01496721865954154,0.02196514827950313,0.1150706821821865,0.09642798889056585,0.1366545361766413,0.21588265306519125
4,wine,001 knn,004 l1,0.9555555555555556,0.9555555555555556,0.0038504600524902344,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.9333333333333333,0.9333333333333333,0.036040306091308594,0,True,False,True,True,True,True,False,True,True,False,False,True,True
6,wine,001 knn,012 relieff weighting,0.8888888888888888,0.8888888888888888,0.036040306091308594,0,0.028915662650602414,0.004819277108433773,0.06746987951807226,0.0626506024096386,0.08192771084337347,0.07228915662650603,0.01927710843373498,0.08674698795180724,0.05783132530120483,0.0,0.02409638554216864,0.048192771084337394,0.02409638554216864
7,wine,001 knn,006 forward selection,0.8666666666666667,0.8666666666666667,6.152686357498169,0,False,False,False,False,False,False,True,False,False,True,False,False,True
8,wine,001 knn,007 backward selection,0.8888888888888888,0.8888888888888888,4.209145545959473,0,True,False,True,True,True,True,True,True,True,True,False,True,True
9,wine,001 knn,008 stepwise selection,0.9111111111111111,0.9111111111111111,4.565913200378418,0,True,False,False,True,False,True,True,True,True,False,False,True,True
10,wine,001 knn,009 bayesian selection,0.9555555555555556,0.9555555555555556,33.66860795021057,13,True,True,False,True,True,False,True,True,True,True,True,False,True
11,wine,001 knn,013 bayesian weighting,1.0,1.0,85.56989765167236,87,0.2989807048528027,0.6384311749579462,0.97122199468328,0.7157302541528056,0.07828078495180107,0.029593332951328988,0.9243254211422428,0.09521489878906908,0.11417836300616646,0.8353245360644346,0.7047559337978321,0.3725900745210696,0.22151810181881526
