,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.7037037037037037,0.7037037037037037,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.8518518518518519,0.8518518518518519,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5740740740740741,0.5740740740740741,0.15346455574035645,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.7222222222222222,0.7222222222222222,0.15346455574035645,0,0.14436743897108958,0.11982939792333148,0.15658657404976148,0.1552196400023052,0.0857148156824098,0.08948376639599688,0.13370932574188427,0.07450344275490407,0.0405855984783173
4,glass,001 knn,004 l1,0.5370370370370371,0.5370370370370371,0.003839731216430664,0,False,False,True,False,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.7037037037037037,0.7037037037037037,0.022854328155517578,0,False,False,True,True,False,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.6111111111111112,0.6111111111111112,0.022854328155517578,0,0.0714285714285714,0.0,0.07894736842105263,0.0892857142857143,0.017857142857142905,0.9107142857142857,0.125,0.2894736842105263,1.0
7,glass,001 knn,006 forward selection,0.6851851851851852,0.6851851851851852,5.329977750778198,0,True,True,True,False,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.7222222222222222,0.7222222222222222,1.9803285598754883,0,True,True,True,True,True,True,True,True,False
9,glass,001 knn,008 stepwise selection,0.7037037037037037,0.7037037037037037,2.14454984664917,0,False,False,False,True,True,True,True,True,False
10,glass,001 knn,009 bayesian selection,0.7407407407407407,0.7407407407407407,30.428800582885742,1,False,False,True,True,True,True,True,True,False
11,glass,001 knn,013 bayesian weighting,0.8333333333333334,0.8333333333333334,78.0773708820343,352,0.6012900173639089,0.9421644656509657,0.9732803752381916,0.7569441887868356,0.9365277107598885,0.2446980144970687,0.10029363614110637,0.8972730768975575,0.03706846463986056
