,dataset,base,method,PM1,PM2,Time,TriesToOpt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0,bike,001 knn,000 all,719503.794698273,0.8170865075924855,0.0,0,True,True,True,True,True,True,True,True,True,True,True
1,bike,000 rf,000 all,351251.9149657357,0.9107041339397619,0.0,0,True,True,True,True,True,True,True,True,True,True,True
2,bike,001 knn,002 intercorrelation,857995.1275003373,0.7818790027291929,0.02104043960571289,0,True,True,False,True,True,True,True,False,True,True,True
3,bike,001 knn,010 correlation weighting,473017.69165739056,0.8797486287228308,0.02104043960571289,0,0.38278069626020694,0.5580062688923808,0.25256771412860507,0.05924933296054299,0.044542408545274206,0.07999606502382951,0.30722526269137246,0.6278578690487758,0.6395958603102786,0.10662673062240653,0.24990242274371124
4,bike,001 knn,003 feature importance selection,640218.3601961478,0.8372425871416039,0.24077558517456055,0,False,True,True,False,True,False,True,False,True,False,True
5,bike,001 knn,011 feature importance weighting,676437.7992773056,0.8280348190322584,0.24077558517456055,0,0.06775050402228004,0.2846286148877787,0.03323972013552017,0.004022619961029474,0.013970055009226764,0.003564491556231859,0.023148783082809255,0.20673115194251412,0.25233423435275343,0.07750985325251232,0.033099971797344016
6,bike,001 knn,004 l1,676437.7992773056,0.8280348190322584,0.009745597839355469,0,True,True,True,True,True,True,True,True,True,True,True
7,bike,001 knn,005 relieff selection,1848836.5072564597,0.5299856026824623,0.07466244697570801,0,True,False,True,False,True,False,True,True,True,True,True
8,bike,001 knn,012 relieff weighting,1074774.2530948527,0.7267690405083984,0.07466244697570801,0,0.48661800486618,0.10997566909975665,0.30345835362883583,0.0,0.9664233576642336,0.04184914841849152,0.18491484184914841,0.9922065270336093,1.0,0.9970774476376035,0.9990258158792011
9,bike,001 knn,006 forward selection,1341975.4815953246,0.6588406845487256,8.916923522949219,0,True,True,False,False,False,False,True,True,True,False,False
10,bike,001 knn,007 backward selection,1117421.6229803348,0.7159271527723929,5.949265480041504,0,True,True,False,False,False,False,True,True,True,False,True
11,bike,001 knn,008 stepwise selection,1117421.6229803348,0.7159271527723929,7.64470911026001,0,True,True,False,False,False,False,True,True,True,False,True
12,bike,001 knn,009 bayesian selection,722459.5830002361,0.8163350820056947,32.18355846405029,113,True,True,False,True,False,False,False,True,False,True,True
13,bike,001 knn,013 bayesian weighting,482322.4302983539,0.87738316205914,82.84984731674194,488,0.6899731957511466,0.6077139202759613,0.12735550281153157,0.9981708261099147,0.534055815011473,0.4199633435992255,0.11490717063576208,0.14110778202074287,0.0812086712583056,0.9708135097882657,0.9623620975070076
