,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9473684210526315,0.9473684210526315,0.13963890075683594,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,1.0,1.0,0.13963890075683594,0,0.1214895929833102,0.030662180624751335,0.4118029014030432,0.4360453249888953
4,iris,001 knn,004 l1,1.0,1.0,0.012045860290527344,0,False,False,True,True
5,iris,001 knn,005 relieff selection,1.0,1.0,0.03390026092529297,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,1.0,1.0,0.03390026092529297,0,0.05691056910569103,0.3739837398373984,0.0,0.4065040650406504
7,iris,001 knn,006 forward selection,1.0,1.0,0.9589426517486572,0,False,False,False,True
8,iris,001 knn,007 backward selection,1.0,1.0,0.8107104301452637,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,1.0,1.0,1.63326096534729,0,False,False,False,True
10,iris,001 knn,009 bayesian selection,1.0,1.0,28.095391511917114,1,False,False,True,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,71.30420923233032,0,0.731935480268494,0.6156819540934216,0.9544740606808884,0.6556249763798219
