,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6666666666666666,0.6666666666666666,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7777777777777778,0.7777777777777778,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.5925925925925926,0.5925925925925926,0.1520097255706787,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6481481481481481,0.6481481481481481,0.1520097255706787,0,0.15402283015976995,0.09863203170727922,0.15663495113155057,0.14692677736784274,0.0875508919318693,0.11055866733624262,0.13134319633048155,0.08099172728155837,0.03333892675340567
4,glass,001 knn,004 l1,0.6851851851851852,0.6851851851851852,0.004319667816162109,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5740740740740741,0.5740740740740741,0.016270875930786133,0,False,True,True,False,False,True,True,True,True
6,glass,001 knn,012 relieff weighting,0.5925925925925926,0.5925925925925926,0.016270875930786133,0,0.04347826086956519,0.04347826086956519,0.14814814814814814,0.0,0.021739130434782594,0.5869565217391304,0.06521739130434778,1.0,0.25925925925925924
7,glass,001 knn,006 forward selection,0.5555555555555556,0.5555555555555556,4.288637638092041,0,False,False,True,False,False,True,False,True,False
8,glass,001 knn,007 backward selection,0.5740740740740741,0.5740740740740741,1.9915962219238281,0,True,True,True,True,True,True,False,True,True
9,glass,001 knn,008 stepwise selection,0.5925925925925926,0.5925925925925926,3.2095236778259277,0,False,True,False,True,False,False,True,False,True
10,glass,001 knn,009 bayesian selection,0.6481481481481481,0.6481481481481481,30.37757396697998,10,True,False,True,False,False,False,True,False,False
11,glass,001 knn,013 bayesian weighting,0.7037037037037037,0.7037037037037037,77.70772767066956,494,0.946569158110982,0.8980288540699564,0.13264330049322104,0.12320688421394457,0.47124014383234375,0.44371419138197893,0.701792086011357,0.01618835800538109,0.5830946635244885
