,dataset,base,method,PM1,PM2,Time,TriesToOpt,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
0,boston,001 knn,000 all,14.913189795275592,0.7463736439381969,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,boston,000 rf,000 all,10.91500955174486,0.8143700886938476,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,boston,001 knn,002 intercorrelation,15.90751924409449,0.7294632338722853,0.02121591567993164,0,True,True,True,True,True,True,True,True,False,True,True,True,True
3,boston,001 knn,010 correlation weighting,13.297826393700786,0.7738458842088066,0.02121591567993164,0,0.36595736669396134,0.3300090930681242,0.46273699796656415,0.2065119189058374,0.4051454496609554,0.7002925473348552,0.34993209646103807,0.20766257020242432,0.3589615785035724,0.4531067534230112,0.49749035340795783,0.3332039300835336,0.7395337397594357
4,boston,001 knn,003 feature importance selection,14.318209763779528,0.7564923790572047,0.2618272304534912,0,False,True,False,True,False,True,False,True,False,True,True,False,True
5,boston,001 knn,011 feature importance weighting,17.18961159055117,0.7076588838686698,0.2618272304534912,0,0.030318042199954764,0.0007875945138846761,0.004902642731581921,0.0005501798413398895,0.018300136930685214,0.3836013058521275,0.013390342789954502,0.07323068328319601,0.003223645638024591,0.012264988648003567,0.013155083246125375,0.009794518264570335,0.4364808360605517
6,boston,001 knn,004 l1,17.183445543307084,0.7077637488985724,0.0063974857330322266,0,False,False,False,True,False,True,False,False,False,False,True,True,True
7,boston,001 knn,005 relieff selection,17.1925733543307,0.7076085136014614,0.03538370132446289,0,True,False,True,False,True,True,True,True,False,True,False,True,True
8,boston,001 knn,012 relieff weighting,17.173796661417317,0.7079278459688414,0.03538370132446289,0,1.0,0.3689604685212299,0.8477306002928258,0.0,0.30289855072463767,1.0,0.9565217391304348,0.9289855072463769,0.7115666178623719,0.8477306002928258,0.8272327964860908,0.8536231884057971,1.0
9,boston,001 knn,006 forward selection,17.71941593700787,0.6986485817359842,10.576570749282837,0,True,False,False,False,False,True,False,False,False,False,False,False,True
10,boston,001 knn,007 backward selection,17.03500384251968,0.7102882743807232,7.367472887039185,0,True,False,False,False,True,True,False,False,True,True,True,True,True
11,boston,001 knn,008 stepwise selection,17.181911433070862,0.7077898392785884,12.02015733718872,0,True,False,False,False,False,True,False,False,False,False,False,False,True
12,boston,001 knn,009 bayesian selection,17.04441108661417,0.7101282868077745,33.08363676071167,100,True,False,True,True,True,True,True,False,True,True,False,True,True
13,boston,001 knn,013 bayesian weighting,11.76976680314961,0.7998333618119926,85.40260887145996,413,0.7886776958866673,0.9645516976861815,0.5856845209566487,0.452847607673162,0.7800725212478204,0.013975842130681794,0.09192203847077751,0.07089223039220792,0.6407110681211476,0.92493728975799,0.8078783270844343,0.9494244813915321,0.018646020647853277
