,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6111111111111112,0.6111111111111112,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7222222222222222,0.7222222222222222,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6666666666666666,0.6666666666666666,0.15153956413269043,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.5555555555555556,0.5555555555555556,0.15153956413269043,0,0.15502346043731713,0.10547980613570279,0.16970831499517244,0.16549451100367846,0.07602797826393738,0.07645083633051421,0.13464205913544625,0.08347254737253215,0.033700486325699275
4,glass,001 knn,004 l1,0.6296296296296297,0.6296296296296297,0.012529134750366211,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.5555555555555556,0.5555555555555556,0.017872095108032227,0,True,False,True,True,False,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.5740740740740741,0.5740740740740741,0.017872095108032227,0,0.07407407407407407,0.05555555555555558,0.5714285714285714,0.05555555555555558,0.0,0.537037037037037,0.0,1.0,0.7619047619047619
7,glass,001 knn,006 forward selection,0.5925925925925926,0.5925925925925926,6.364056587219238,0,True,False,True,True,True,False,False,False,False
8,glass,001 knn,007 backward selection,0.5740740740740741,0.5740740740740741,2.0211563110351562,0,True,True,True,True,True,False,True,True,True
9,glass,001 knn,008 stepwise selection,0.6851851851851852,0.6851851851851852,2.1166112422943115,0,False,True,False,True,True,True,False,True,False
10,glass,001 knn,009 bayesian selection,0.6851851851851852,0.6851851851851852,30.393627166748047,10,False,True,False,True,True,True,False,True,False
11,glass,001 knn,013 bayesian weighting,0.7407407407407407,0.7407407407407407,78.37652111053467,173,0.7158337826368538,0.468006564397321,0.25728416804498144,0.2920995190952004,0.6922598324217574,0.784903726019364,0.8543043749892649,0.4550417933526276,0.13218037671253308
