,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.6481481481481481,0.6481481481481481,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.7037037037037037,0.7037037037037037,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.6481481481481481,0.6481481481481481,0.15619754791259766,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.6666666666666666,0.6666666666666666,0.15619754791259766,0,0.13766920207022432,0.09226839280838889,0.15327633571280513,0.13939551309025733,0.08431411857634583,0.09545142553103353,0.1598519275645929,0.09659775387764084,0.04117533076871123
4,glass,001 knn,004 l1,0.5740740740740741,0.5740740740740741,0.005140781402587891,0,False,False,True,False,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.7222222222222222,0.7222222222222222,0.03875994682312012,0,False,False,True,True,True,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.6481481481481481,0.6481481481481481,0.03875994682312012,0,0.20588235294117652,0.0,0.4888888888888889,0.32352941176470584,0.20588235294117652,0.26666666666666666,0.1470588235294118,0.17777777777777778,1.0
7,glass,001 knn,006 forward selection,0.5925925925925926,0.5925925925925926,3.2304530143737793,0,False,False,False,False,False,False,True,True,False
8,glass,001 knn,007 backward selection,0.6666666666666666,0.6666666666666666,2.8488147258758545,0,True,True,True,False,False,True,True,True,True
9,glass,001 knn,008 stepwise selection,0.5925925925925926,0.5925925925925926,5.354527711868286,0,False,False,False,False,False,False,True,True,False
10,glass,001 knn,009 bayesian selection,0.8333333333333334,0.8333333333333334,30.61234164237976,8,False,True,True,True,False,True,False,True,False
11,glass,001 knn,013 bayesian weighting,0.8703703703703703,0.8703703703703703,78.82958912849426,75,0.35990877306853375,0.6973131823348805,0.9355810048416197,0.7551288663498694,0.03818338240115852,0.5372861513193554,0.2803857087991551,0.24721959251614645,0.06507310087501558
