,dataset,base,method,PM1,PM2,Time,TriesToOpt,x0_high,x0_low,x0_med,x0_vhigh,x1_high,x1_low,x1_med,x1_vhigh,x2_2,x2_3,x2_4,x2_5more,x3_2,x3_4,x3_more,x4_big,x4_med,x4_small,x5_high,x5_low,x5_med
0,car,001 knn,000 all,0.7546296296296297,0.7546296296296298,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,car,000 rf,000 all,0.9606481481481481,0.9606481481481481,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,car,001 knn,003 feature importance selection,0.7314814814814815,0.7314814814814816,0.17423248291015625,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3,car,001 knn,011 feature importance weighting,0.8472222222222222,0.8472222222222222,0.17423248291015625,0,0.04049576315138083,0.048002603968138234,0.03861876128249036,0.04781823964993146,0.039602789280585936,0.04079648134309097,0.034901966412042004,0.04981164860597477,0.029372253244424187,0.015679405069649915,0.01581593835864518,0.016137417035790486,0.14538957007476355,0.04148903050668337,0.039093085732558694,0.033147935526636765,0.022119610437541848,0.043007005929944865,0.07284875629048315,0.13536072766962423,0.05049101042961902
4,car,001 knn,004 l1,0.8518518518518519,0.8518518518518519,0.015698671340942383,0,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,False
5,car,001 knn,005 relieff selection,0.8310185185185185,0.8310185185185185,0.1201939582824707,0,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True
6,car,001 knn,012 relieff weighting,0.8449074074074074,0.8449074074074074,0.1201939582824707,0,1.0,0.9148533585619678,0.879848628192999,0.9763481551561022,0.9271523178807947,0.9309366130558183,0.9952696310312205,0.9403973509933775,0.641438032166509,0.9006622516556292,0.8287606433301797,0.9101229895931883,0.9716177861873226,0.7540208136234626,0.7265846736045412,0.6045411542100284,0.5175023651844843,0.6471144749290445,0.9649952696310312,0.9668874172185431,0.8420056764427626
7,car,001 knn,006 forward selection,0.6944444444444444,0.6944444444444444,5.6191465854644775,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,car,001 knn,007 backward selection,0.8125,0.8125,5.885857820510864,0,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,car,001 knn,008 stepwise selection,0.8449074074074074,0.8449074074074074,17.920814037322998,0,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False
10,car,001 knn,009 bayesian selection,0.8819444444444444,0.8819444444444444,40.97695207595825,156,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,False
11,car,001 knn,013 bayesian weighting,0.8912037037037037,0.8912037037037037,109.65880155563354,318,0.809153919969835,0.36231912051736986,0.3481988730217087,0.6721558960481893,0.8087658531249814,0.5272654302387235,0.916289634936039,0.9242231400822152,0.1415304255302675,0.5503235878267541,0.3228592157492044,0.7766030890669982,0.8059653775077575,0.021304396632871033,0.6333746771971809,0.6516410716207421,0.4151549853285,0.1520902053899155,0.10841261802290936,0.7947084427168022,0.0025763360733305337
