,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,1.5443834387954598,-0.008235234596750018,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,1.7544197361237213,-0.14535532420076636,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,1.5421965358620595,-0.006807536955925286,0.00796961784362793,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,1.563430656264148,-0.020670019437447618,0.00796961784362793,0,0.0568509198755071,0.05943976994006881,0.07816460315720783,0.02960148554655369,0.028978780568664757,0.055015246500362436,0.028010387313665543,0.014349390238929373,0.02415856261177152,0.031070695553717078,0.03376452105633367,0.06229537747800019
4,fire,001 knn,003 feature importance selection,1.6280839303481724,-0.06287826081459924,0.254119873046875,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,1.5283462177218345,0.0022345042940384863,0.254119873046875,0,0.08579784885389484,0.06123229258780003,0.026607189422308372,0.0549054786957565,0.07219407777974651,0.11997842577023222,0.08923827719612241,0.08468241564332611,0.1669943444068007,0.1263560012413358,0.11126181563846607,0.0007518327642103237
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,1.4932142758225129,0.025170040115588543,0.0482487678527832,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,1.609836731476017,-0.0509657600887754,0.0482487678527832,0,0.2898936170212766,0.9481865284974094,0.6813471502590673,0.35638297872340424,0.8457446808510638,0.9042553191489362,0.9042553191489362,0.8670212765957447,1.0,0.901595744680851,0.6702127659574468,0.0
9,fire,001 knn,006 forward selection,1.561015570859501,-0.019093355159420566,2.774763345718384,0,False,False,False,False,False,False,False,False,False,False,False,True
10,fire,001 knn,007 backward selection,1.5521955141159327,-0.013335269598140576,2.6438233852386475,0,True,True,True,True,True,True,True,True,True,True,False,True
11,fire,001 knn,008 stepwise selection,1.5204409937650771,0.007395350448149984,5.590694189071655,0,True,False,False,False,True,True,True,True,False,False,True,True
12,fire,001 knn,009 bayesian selection,1.4613642870780685,0.04596298574488422,32.99063205718994,49,False,False,True,True,False,False,False,True,True,False,False,False
13,fire,001 knn,013 bayesian weighting,1.3843938853480058,0.09621234033900194,83.52739977836609,433,0.96688461352763,0.03981235068095413,0.895418394803912,0.5078610044530818,0.1995379662146476,0.37195719365946833,0.08044731057808395,0.33284474711882317,0.9972100397313195,0.5118940756421216,0.12402188128555364,0.8770120882937539
