,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,0.9736842105263158,0.9736842105263158,0.0,0,True,True,True,True
1,iris,000 rf,000 all,0.9473684210526315,0.9473684210526315,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.8947368421052632,0.8947368421052632,0.14057683944702148,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,0.9473684210526315,0.9473684210526315,0.14057683944702148,0,0.08929248163099372,0.030080640734724714,0.39447948000318867,0.486147397631093
4,iris,001 knn,004 l1,0.9473684210526315,0.9473684210526315,0.003654956817626953,0,False,False,True,True
5,iris,001 knn,005 relieff selection,0.9473684210526315,0.9473684210526315,0.03239798545837402,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,0.9473684210526315,0.9473684210526315,0.03239798545837402,0,0.06299212598425197,0.25196850393700787,0.0,0.6299212598425197
7,iris,001 knn,006 forward selection,0.2631578947368421,0.2631578947368421,0.9436585903167725,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.9473684210526315,0.9473684210526315,0.8376195430755615,0,False,True,True,True
9,iris,001 knn,008 stepwise selection,0.9473684210526315,0.9473684210526315,0.9471042156219482,0,False,True,True,True
10,iris,001 knn,009 bayesian selection,0.9473684210526315,0.9473684210526315,27.894063472747803,1,True,True,True,True
11,iris,001 knn,013 bayesian weighting,0.9473684210526315,0.9473684210526315,71.01214361190796,0,0.7189086156625086,0.7854300651152618,0.4085017492148356,0.7146820099093489
