,dataset,base,method,PM1,PM2,Time,TriesToOpt,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,wine,001 knn,000 all,0.9777777777777777,0.9777777777777777,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
1,wine,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True,True
2,wine,001 knn,003 feature importance selection,0.8666666666666667,0.8666666666666667,0.1423969268798828,0,False,True,False,True,False,True,False,True,False,True,False,True,False
3,wine,001 knn,011 feature importance weighting,0.9777777777777777,0.9777777777777777,0.1423969268798828,0,0.12960228088903378,0.02224051247296966,0.014461028393879296,0.0194818959912048,0.02844210728971471,0.08037404412587619,0.15971884603445474,0.01576820041447459,0.01828318590617519,0.15035317079215496,0.07103633455446437,0.1099421217270932,0.18029627140850457
4,wine,001 knn,004 l1,0.9777777777777777,0.9777777777777777,0.004027128219604492,0,True,False,False,False,False,False,True,False,False,True,True,True,True
5,wine,001 knn,005 relieff selection,0.8444444444444444,0.8444444444444444,0.03539395332336426,0,True,False,False,True,True,True,True,True,True,False,True,True,False
6,wine,001 knn,012 relieff weighting,0.9111111111111111,0.9111111111111111,0.03539395332336426,0,0.029484029484029506,0.0,0.019656019656019708,0.05896805896805901,0.09336609336609336,0.039312039312039304,0.06879606879606881,0.11793611793611791,0.05896805896805901,0.009828009828009798,0.04422604422604426,0.02457002457002455,0.014742014742014753
7,wine,001 knn,006 forward selection,0.8666666666666667,0.8666666666666667,6.193103075027466,0,True,False,False,False,False,False,True,False,False,False,False,False,False
8,wine,001 knn,007 backward selection,0.9111111111111111,0.9111111111111111,2.951629161834717,0,False,True,True,True,True,True,True,True,True,True,True,True,True
9,wine,001 knn,008 stepwise selection,0.9111111111111111,0.9111111111111111,4.611732482910156,0,True,True,True,True,True,False,False,False,True,True,False,False,True
10,wine,001 knn,009 bayesian selection,0.9555555555555556,0.9555555555555556,33.63994646072388,10,False,False,False,False,True,False,False,True,True,True,True,False,True
11,wine,001 knn,013 bayesian weighting,1.0,1.0,85.32018184661865,147,0.307740857838263,0.37299055180286966,0.40065147537067936,0.4656181423907394,0.9367725793264372,0.2958928771937174,0.0815105443510487,0.7467010332660177,0.08727766913771784,0.7833853736308718,0.4178238788096785,0.1948051415949414,0.58565822813975
